scielo_id	seq	surname	given_names
S0034-73292016000200205	1	Lage	Victor Coutinho
S0034-73292016000200205	2	Chamon	Paulo Henrique
S0034-73292016000200206	1	Querejazu	Amaya
S0034-73292016000200207	1	Hurrell	Andrew
S0101-31731995000100001	1	Schwarz	Roberto
S0101-31731995000100002	1	Arantes	Otília B. F
S0101-31731995000100003	1	Bolognesi	Mário Fernando
S0101-31731995000100004	1	Costa	Iná Camargo
S0101-31731995000100005	1	Musse	Ricardo
S0101-31731995000100006	1	Martins	Roberto de Andrade
S0101-31731995000100007	1	Benoit	Alcides Hector Rodriguez
S0101-31731995000100008	1	Mata	José Veríssimo Teixeira da
S0101-31731995000100009	1	Ramos	Cesar Augusto
S0101-31731995000100010	1	Marques	Ubirajara Rancan de Azevedo
S0101-31731995000100011	1	Schaeffer	Renato
S0101-31731995000100013	1	Maurer	Reinhart
S0101-31731995000100013	2	Giacóia Júnior	Oswaldo
S0101-31731996000100001	1	Sayre	Robert
S0101-31731996000100001	2	Löwy	Michael
S0101-31731996000100002	1	Piozzi	Patrizia
S0101-31731996000100003	1	Oliveira	Maria Elisa de
S0101-31731996000100004	1	Alves	Cilaine
S0101-31731996000100005	1	Bolognesi	Mário Fernando
S0101-31731996000100006	1	Lessa	Sergio
S0101-31731996000100007	1	Caponi	Sandra N. C
S0101-31731996000100008	1	Martins	Lilian Al-Chueyr Pereira
S0101-31731996000100008	2	Martins	Roberto de Andrade
S0101-31731996000100009	1	Piqueira	José Roberto Castilho
S0101-31731996000100010	1	Cardoso Júnior	Hélio Rebello
S0101-31731996000100011	1	Francisco	Maria de Fátima Simões
S0101-31731996000100012	1	Lima	Paulo Francisco Butti de
S0101-31731996000100013	1	Santos	Maria Carolina Alves dos
S0101-31731996000100014	1	Santos	Ernesto Perini
S0101-31731996000100015	1	Nascimento	Carlos Arthur Ribeiro do
S0101-31731996000100016	1	Abreu	João Azevedo
S0101-31731996000100017	1	Silva	João Carlos Salles Pires da
S0101-31731996000100018	1	Martines	Paulo Ricardo
S0101-31731996000100019	1	Escoto	João Duns
S0101-31731996000100019	2	Cezar	Cesar Ribas
S0101-31731997000100001	1	Romano	Roberto
S0101-31731997000100002	1	Moraes	Reginaldo Carmello Corrêa de
S0101-31731997000100003	1	Ricardo	Musse
S0101-31731997000100004	1	Fonda	Enio Aloisio
S0101-31731997000100005	1	Dayan-Herzbrun	Sonia
S0101-31731997000100006	1	Lacey	Hugh
S0101-31731997000100007	1	Silveira	Lauro Frederico Barbosa da
S0101-31731997000100008	1	Picado	José Benjamim
S0101-31731997000100009	1	Assis	Jesus de Paula
S0101-31731999000100002	1	Machline	Vera Cecília
S0101-31731999000100003	1	Netto	Francisco Benjamin de Souza
S0101-31731999000100004	1	Nascimento	Carlos Arthur R. do
S0101-31731999000100005	1	Oliveira	Marcos Barbosa de
S0101-31731999000100006	1	Martini	Renato da S.
S0101-31731999000100007	1	Bolognesi	Mário Fernando
S0101-31731999000100008	1	Martins	Clélia Aparecida
S0101-31731999000100009	1	Caponi	Sandra
S0101-31731999000100010	1	Ghiraldelli Júnior	Paulo
S0101-31731999000100011	1	Ibarlucía	Ricardo
S0101-31731999000100012	1	Coelho	Jonas Gonçalves
S0101-31731999000100013	1	Bortolotti	Ricardo Gião
S0101-31731999000100014	1	Ribeiro	Henrique de Morais
S0101-31732000000100001	1	Barboza	Jair Lopes
S0101-31732000000100002	1	Werle	Marco Aurélio
S0101-31732000000100003	1	Galceran	Montserrat
S0101-31732000000100004	1	Maar	Wolfgang Leo
S0101-31732000000100005	1	Ibri	Ivo Assad
S0101-31732000000100006	1	Poggi	Stefano
S0101-31732000000100007	1	Goethe	J. W. von
S0101-31732000000100008	1	Schopenhauer	Arthur
S0101-31732000000100009	1	Negt	Oskar
S0101-31732001000100002	1	Marques	Daniel
S0101-31732001000100004	1	Vendramini	José Eduardo
S0101-31732001000100005	1	Alves	Marcos Antônio
S0101-31732001000100006	1	Alves	Edna de Souza
S0101-31732001000100006	2	Alves	Marcos Antônio
S0101-31732001000100007	1	Bolognesi	Mário Fernando
S0101-31732001000100008	1	Costa	Iná Camargo
S0101-31732001000100009	1	Cuppone	Roberto
S0101-31732001000100010	1	Carreira	André Luiz Antunes Netto
S0101-31732001000100011	1	Haddad	Amir
S0101-31732001000100012	1	Souza	Aguinaldo Moreira de
S0101-31732001000100013	1	Fondevila	Gustavo
S0101-31732002000100001	1	Silva	Franklin Leopoldo e
S0101-31732002000100002	1	Piaia	Gregorio
S0101-31732002000100003	1	González Porta	Mario Ariel
S0101-31732002000100004	1	Monteagudo	Ricardo
S0101-31732002000100005	1	Bolognesi	Mário Fernando
S0101-31732002000100006	1	Bruni	José Carlos
S0101-31732002000100007	1	Maar	Wolfgang Leo
S0101-31732003000100001	1	Arantes	Paulo Eduardo
S0101-31732003000100002	1	Nobre	Renarde Freire
S0101-31732003000100003	1	Sampaio	Silvia Saviano
S0101-31732003000100004	1	Werle	Marco Aurélio
S0101-31732003000100005	1	Parraz	Ivonil
S0101-31732003000100006	1	Coelho	Jonas Gonçalves
S0101-31732003000100007	1	Sahd	Luiz Felipe Netto de Andrade e Silva
S0101-31732003000100008	1	Oliveira	Marcos Barbosa de
S0101-31732003000200001	1	Arantes	Paulo Eduardo
S0101-31732003000200002	1	Silva	Franklin Leopoldo e
S0101-31732003000200003	1	Ferraz	Marcus Sacrini A.
S0101-31732003000200004	1	Almeida	Fábio Ferreira de
S0101-31732003000200005	1	Santos	Maria Carolina Alves dos
S0101-31732003000200006	1	Pereira Júnior	Alfredo
S0101-31732003000200007	1	Carneiro	Marcelo Carbone
S0101-31732004000100001	1	Moutinho	Luiz Damon Santos
S0101-31732004000100002	1	Santiago	Homero
S0101-31732004000100003	1	Demirovic	Alex
S0101-31732004000100004	1	Bueno	Sinésio Ferraz
S0101-31732004000100005	1	Monteagudo	Ricardo
S0101-31732004000100006	1	Porta	Mario Ariel González
S0101-31732004000100007	1	Pinto	Débora Cristina Morato
S0101-31732004000100009	1	Lacey	Hugh
S0101-31732004000100010	1	Oliveira	Marcos Barbosa de
S0101-31732004000200001	1	Aguiar	Odilio Alves
S0101-31732004000200002	1	Johanson	Izilda
S0101-31732004000200003	1	Fornazari	Sandro Kobol
S0101-31732004000200004	1	Amaral	Maria Nazaré de Camargo Pacheco
S0101-31732004000200005	1	Rodrigues	Luzia Gontijo
S0101-31732004000200006	1	Rosales Rodríguez	Amán
S0101-31732004000200007	1	Bispo	Ronaldo
S0101-31732004000200008	1	Loureiro	Isabel
S0101-31732005000100001	1	Fabbrini	Ricardo Nascimento
S0101-31732005000100002	1	Silva	Rafael Cordeiro
S0101-31732005000100003	1	Cunha	Mariana Paolozzi Sérvulo da
S0101-31732005000100004	1	Prado	Lúcio Lourenço
S0101-31732005000100005	1	Simanke	Richard Theisen
S0101-31732005000100005	2	Caropreso	Fátima Siqueira
S0101-31732005000100006	1	Sahd	Luiz Felipe Netto de Andrade e Silva
S0101-31732005000100007	1	Carvalho	Jairo Dias
S0101-31732005000200001	1	Loureiro	Isabel
S0101-31732005000200002	1	Safatle	Vladimir
S0101-31732005000200004	1	Linhares	Orlando Bruno
S0101-31732005000200005	1	Correia	Adriano
S0101-31732005000200006	1	Bassoli	Selma Aparecida
S0101-31732005000200007	1	Cardoso Jr	Hélio Rebello
S0101-31732005000200008	1	Pelloso	Rodrigo Gelamo
S0101-31732005000200008	2	Ferraz	Maria da Graça Chamma Ferraz e
S0101-31732005000200009	1	Novelli	Pedro Geraldo Aparecido
S0101-31732005000200010	1	Brito	Evandro Oliveira de
S0101-31732006000100001	1	Santos	Leonel Ribeiro dos
S0101-31732006000100002	1	Barros	Alberto Ribeiro G. de
S0101-31732006000100003	1	Limongi	Maria Isabel
S0101-31732006000100004	1	Oliveira	Flávio Ribeiro de
S0101-31732006000100005	1	Oliveira	Mário Nogueira de
S0101-31732006000100006	1	Silva	Arlenice Almeida da
S0101-31732006000100007	1	Bergson	Henri
S0101-31732006000100008	1	Bergson	Henri
S0101-31732006000100009	1	Funari	Pedro Paulo A.
S0101-31732006000200002	1	Pozzo	Riccardo
S0101-31732006000200003	1	Araújo	Arthur
S0101-31732006000200004	1	Barboza	Jair
S0101-31732006000200005	1	Bianchi	Álvaro
S0101-31732006000200006	1	Candiotto	Cesar
S0101-31732006000200007	1	Chagas	Eduardo Ferreira
S0101-31732006000200008	1	Duarte	André
S0101-31732006000200009	1	Hahn	Alexandre
S0101-31732006000200010	1	Leal-Toledo	Gustavo
S0101-31732006000200011	1	MAAR	Wolfgang Leo
S0101-31732006000200012	1	Nalli	Marcos
S0101-31732006000200013	1	Nobre	Renarde Freire
S0101-31732006000200014	1	Pisani	Marilia Mello
S0101-31732006000200015	1	Sales	Alessandro Carvalho
S0101-31732006000200016	1	Sautter	Frank Thomas
S0101-31732006000200017	1	Souza	Maria das Graças de
S0101-31732007000100001	1	Monteagudo	Ricardo
S0101-31732007000100002	1	Aguiar	Odílio Alves
S0101-31732007000100003	1	Alves	Alexandre
S0101-31732007000100004	1	Barreira	Marcelo Martins
S0101-31732007000100005	1	Chaves	Ernani
S0101-31732007000100006	1	Kaulino	Adriana
S0101-31732007000100007	1	Oliveira	Eduardo Romero de
S0101-31732007000100008	1	Pavão	Aguinaldo
S0101-31732007000100009	1	Rufinoni	Priscila Rossinetti
S0101-31732007000100010	1	Santiago	Homero
S0101-31732007000100011	1	Silva Filho	Waldomiro José da
S0101-31732007000100012	1	Silveira	Denis Coitinho
S0101-31732007000100013	1	Spinelli	Miguel
S0101-31732007000100014	1	Weber	José Fernandes
S0101-31732007000100015	1	Werle	Marco Aurélio
S0101-31732007000200002	1	Brix	Michel
S0101-31732007000200003	1	Casabianca	Denis de
S0101-31732007000200004	1	Adverse	Helton
S0101-31732007000200005	1	Almeida	João José Rodrigues Lima de
S0101-31732007000200006	1	Alves	Edna de Souza
S0101-31732007000200007	1	Barros	Fernando de Moraes
S0101-31732007000200008	1	Cavalcanti	Anna Hartmann
S0101-31732007000200009	1	Cordeiro	Renato Valois
S0101-31732007000200010	1	Ferrari	Sônia Campaner Miguel
S0101-31732007000200011	1	Oliveira	Loraine
S0101-31732007000200012	1	Queiroz	João
S0101-31732007000200013	1	Ramos	Cesar Augusto
S0101-31732007000200014	1	Sahd	Luiz Felipe Netto de Andrade e Silva
S0101-31732007000200015	1	Torres	Ana Paula Repolês
S0101-31732007000200016	1	Vaisman	Ester
S0101-31732008000100002	1	Vargas	Yves
S0101-31732008000100003	1	Freitas	Jacira de
S0101-31732008000100004	1	Itokazu	Anastasia Guidi
S0101-31732008000100005	1	Candiotto	Cesar
S0101-31732008000100006	1	Fontes Filho	Osvaldo
S0101-31732008000100007	1	Gatti	Luciano Ferreira
S0101-31732008000100008	1	Faggion	Andrea
S0101-31732008000100009	1	Julião	José Nicolao
S0101-31732008000100010	1	Holmes	Pablo
S0101-31732008000100011	1	Dinucci	Aldo
S0101-31732008000100012	1	Machado	Carlos Eduardo Jordão
S0101-31732008000200002	1	Morfino	Vittorio
S0101-31732008000200003	1	Aquino	João Emiliano Fortaleza de
S0101-31732008000200004	1	Barros	Roberto
S0101-31732008000200005	1	Piva	Paulo Jonas de Lima
S0101-31732008000200006	1	Kawauche	Thomaz
S0101-31732008000200007	1	Candiotto	Kleber Bez Birolo
S0101-31732008000200008	1	Ames	José Luiz
S0101-31732008000200009	1	Gelamo	Rodrigo Pelloso
S0101-31732009000100002	1	Marques	Ubirajara Rancan de Azevedo
S0101-31732009000100003	1	Ruffing	Margit
S0101-31732009000100004	1	Klemme	Heiner F.
S0101-31732009000100005	1	Bueno	Vera Cristina de Andrade
S0101-31732009000100006	1	Vaccari	Ulisses Razzante
S0101-31732009000100007	1	Perez	Daniel Omar
S0101-31732009000100008	1	Durão	Aylton Barbieri
S0101-31732009000100009	1	Silveira	Denis Coitinho
S0101-31732009000100010	1	Burnett	Henry
S0101-31732009000100011	1	Bento	Victor Eduardo Silva
S0101-31732009000100012	1	Segatto	Antonio Ianni
S0101-31732009000200001	1	Spinelli	Miguel
S0101-31732009000200002	1	Maruyama	Natalia
S0101-31732009000200003	1	Leivas	Cláudio R. C.
S0101-31732009000200004	1	Esteves	Julio
S0101-31732009000200005	1	Costeski	Evanildo
S0101-31732009000200006	1	Salviano	Jarlee Oliveira Silva
S0101-31732009000200007	1	Chagas	Eduardo Ferreira
S0101-31732009000200008	1	Musse	Ricardo
S0101-31732009000200009	1	Landini	Sonia Regina
S0101-31732009000200010	1	Leal-Toledo	Gustavo
S0101-31732010000100002	1	Souza	Eliane Christina de
S0101-31732010000100003	1	Marques	José Oscar de Almeida
S0101-31732010000100004	1	Sgarbi	Marco
S0101-31732010000100005	1	Zöller	Günter
S0101-31732010000100006	1	Perin	Adriano
S0101-31732010000100007	1	Torriani	Tristan
S0101-31732010000100008	1	Zahonero	Luis Alegre
S0101-31732010000100009	1	Glenday	Candice
S0101-31732010000100010	1	Hryschko	Myroslav Feodosijeviè
S0101-31732010000200002	1	Afonso	Filipa
S0101-31732010000200003	1	Reis	Cláudio Araújo
S0101-31732010000200004	1	Santos	Leonel Ribeiro dos
S0101-31732010000200005	1	Durão	Aylton Barbieri
S0101-31732010000200006	1	Rufinoni	Priscila Rossinetti
S0101-31732010000200007	1	Britto	Fabiano de Lemos
S0101-31732010000200008	1	Marques	Vasco Baptista
S0101-31732010000200009	1	Rodrigues	Malcom G
S0101-31732010000200010	1	Candiotto	Cesar
S0101-31732010000200011	1	Sardinha	Diogo
S0101-31732010000200012	1	Ferraz	Carlos Adriano
S0101-31732010000200013	1	Ivic	Sanja
S0101-31732010000200014	1	Stegmaier	Werner
S0101-31732010000200014	2	Vilas Bôas	João Paulo Simões
S0101-31732011000100002	1	Pereira	Rosalie Helena de Souza
S0101-31732011000100003	1	Ames	José Luiz
S0101-31732011000100004	1	Ramos	Cesar Augusto
S0101-31732011000100005	1	Lima	Erick C. de
S0101-31732011000100006	1	Marambio	José Tomás Alvarado
S0101-31732011000100007	1	Aguiar	Odílio Alves
S0101-31732011000100008	1	Ruiz Stull	Miguel
S0101-31732011000100009	1	Becker	Evaldo
S0101-31732011000100010	1	Stegmaier	Werner
S0101-31732011000100010	2	Vilas Bôas	João Paulo Simões
S0101-31732011000200002	1	Fornazari	Sandro Kobol
S0101-31732011000200003	1	Ferrer	Soledad García
S0101-31732011000200004	1	Pinheiro	Letícia Machado
S0101-31732011000200005	1	Granúzzio	Patrícia Magri
S0101-31732011000200005	2	Ceribelli	Renata de Fátima
S0101-31732011000200006	1	Zuben	Newton Aquiles von
S0101-31732011000200007	1	Chiappin	José Raimundo Novaes
S0101-31732011000200007	2	Leister	Ana Carolina
S0101-31732011000200008	1	Augusto	Luís M.
S0101-31732011000200009	1	Nalli	Marcos
S0101-31732011000200010	1	Morfino	Vittorio
S0101-31732011000200011	1	Almeida	Felipe Quintão de
S0101-31732011000200011	2	Vaz	Alexandre Fernandez
S0101-31732011000200012	1	Safatle	Vladimir
S0101-31732011000200013	1	Bagolin	Luiz Armando
S0101-31732011000400002	1	Rego	Pedro Costa
S0101-31732011000400003	1	Parret	Herman
S0101-31732011000400004	1	Figueiredo	Virginia
S0101-31732011000400005	1	Videira	Mario
S0101-31732011000400006	1	Silva	Arlenice Almeida da
S0101-31732011000400007	1	Werle	Marco Aurélio
S0101-31732011000400008	1	Tomasi	Gabriele
S0101-31732011000400009	1	Gagnebin	Jeanne Marie
S0101-31732011000400010	1	Duarte	Rodrigo
S0101-31732011000400011	1	Rampérez	Fernando
S0101-31732011000500002	1	Piaia	Gregorio
S0101-31732011000500003	1	Souza	Eliane Christina de
S0101-31732011000500004	1	Pereira	Reinaldo Sampaio
S0101-31732011000500005	1	Iskandar	Jamil Ibrahim
S0101-31732011000500006	1	Martins	José Antônio
S0101-31732011000500007	1	Oliveira	Carlos Eduardo de
S0101-31732011000500008	1	Bolzani	Roberto
S0101-31732011000500009	1	Sgarbi	Marco
S0101-31732012000100002	1	Spinelli	Miguel
S0101-31732012000100003	1	Hirata	Celi
S0101-31732012000100004	1	Pereira	José Aparecido
S0101-31732012000100005	1	Madrid	Nuria Sánchez
S0101-31732012000100006	1	Fleck	Amaro
S0101-31732012000100007	1	Amaral	Maria Nazaré de Camargo Pacheco
S0101-31732012000100008	1	Sampaio	Evaldo
S0101-31732012000100009	1	Perius	Cristiano
S0101-31732012000100010	1	Souza	Thana Mara de
S0101-31732012000100011	1	Coelho	Jonas Gonçalves
S0101-31732012000100012	1	Ferraro	Giuseppe
S0101-31732012000200001	1	Martins	Clélia Aparecida
S0101-31732012000200002	1	Rachid	Rodolfo
S0101-31732012000200003	1	André	José Gomes
S0101-31732012000200004	1	Silva Filho	Antonio Vieira da
S0101-31732012000200005	1	Müller	Leonardo André Paes
S0101-31732012000200005	2	Paulani	Leda Maria
S0101-31732012000200006	1	Negru	Teodor
S0101-31732012000200007	1	Johnson	Edmundo Felipe
S0101-31732012000200008	1	Fontes Filho	Osvaldo
S0101-31732012000200009	1	Helfer	Inácio
S0101-31732012000200010	1	Klemme	Heiner F.
S0101-31732012000200011	1	Oliva	Alberto
S0101-31732012000200012	1	Bastos	Cleverson Leite
S0101-31732012000200013	1	Peixoto	Maria Celina Lima
S0101-31732012000200013	2	Oliveira	Débora Passos de
S0101-31732012000200014	1	Sánchez Madrid	Nuria
S0101-31732012000200015	1	González Fisac	Jesús
S0101-31732012000300001	1	Martins	Clélia Aparecida
S0101-31732012000300002	1	Haddad	Alice Bitencourt
S0101-31732012000300003	1	Rosales	Jacinto Rivera de
S0101-31732012000300004	1	Râmbu	Nicolae
S0101-31732012000300005	1	Gutiérrez-Pozo	Antonio
S0101-31732012000300006	1	Bensusan	Hilan
S0101-31732012000300007	1	Bocca	Francisco Verardi
S0101-31732012000300008	1	Silva	Claudinei Aparecido de Freitas da
S0101-31732012000300009	1	Hilário	Leomir Cardoso
S0101-31732012000300009	2	Cunha	Eduardo Leal
S0101-31732012000300010	1	Lubenow	Jorge Adriano
S0101-31732012000300011	1	Tiznado	Juan Pablo Zambrano
S0101-31732012000300012	1	Navarro	María G.
S0101-31732012000300013	1	Carvalho	José Mauricio de
S0101-31732012000300014	1	Fabbrini	Ricardo Nascimento
S0101-31732012000300015	1	Dinucci	Aldo
S0101-31732012000400001	1	Martins	Clélia Aparecida
S0101-31732012000400002	1	Ivanov	Andrey
S0101-31732012000400003	1	Gracioso	Joel
S0101-31732012000400004	1	Iskandar	Jamil Ibrahim
S0101-31732012000400005	1	Macedo	Cecilia Cintra Cavaleiro de
S0101-31732012000400006	1	Martines	Paulo
S0101-31732012000400007	1	Raschietti	Matteo
S0101-31732012000400008	1	Rossatto	Noeli Dutra
S0101-31732012000400009	1	Nogueira	Maria Simone Marinho
S0101-31732012000400010	1	Santos	Bento Silva
S0101-31732012000400011	1	Costa	Ricardo Luiz Silveira da
S0101-31732012000400012	1	Ivanov	Andrey
S0101-31732012000400013	1	Costa	Marcos Roberto Nunes
S0101-31732012000400014	1	Wyllie	Guilherme
S0101-31732012000400015	1	Strefling	Sérgio Ricardo
S0101-31732013000100002	1	Santos	Antônio Carlos dos
S0101-31732013000100003	1	Kawauche	Thomaz
S0101-31732013000100004	1	Costa	André Oliveira
S0101-31732013000100004	2	Bavaresco	Agemir
S0101-31732013000100006	1	Rodrigues	Paulo César
S0101-31732013000100007	1	Ferreira Jr	Wanderley J.
S0101-31732013000100008	1	Paiva	Rita
S0101-31732013000100009	1	Malet	Patricio Mena
S0101-31732013000100010	1	Silveira	Denis Coitinho
S0101-31732013000100011	1	Leal-Toledo	Gustavo
S0101-31732013000100012	1	Pires	Marcio
S0101-31732013000100013	1	Martins	Clélia Ap.
S0101-31732013000100013	2	Ivanov	Andrey
S0101-31732013000200002	1	Cuccia	Emiliano Javier
S0101-31732013000200003	1	Santiago	Homero
S0101-31732013000200004	1	Sánchez	Manuel
S0101-31732013000200005	1	Chagas	Eduardo F.
S0101-31732013000200006	1	Cea	Francisco Abalo
S0101-31732013000200007	1	Andrade	Érico
S0101-31732013000200008	1	Simões	Mauro Cardoso
S0101-31732013000200009	1	Costa	Jean Henrique
S0101-31732013000200010	1	Silva	Hélio Alexandre da
S0101-31732013000200010	2	Ravagnani	Herbert Barucci
S0101-31732013000200011	1	Pontes	André Nascimento
S0101-31732013000200012	1	Prata	Tárik de Athayde
S0101-31732013000200012	2	Lima Filho	Maxwell Morais de
S0101-31732013000200013	1	Pires	Jorge de Barros
S0101-31732013000200013	2	Silveira	Lauro Frederico Barbosa da
S0101-31732013000300001	1	Martins	Clélia Aparecida
S0101-31732013000300002	1	Menezes	Luiz Maurício Bentim da Rocha
S0101-31732013000300003	1	Muñoz	Ceferino P. D.
S0101-31732013000300004	1	Tourinho	Carlos Diógenes C.
S0101-31732013000300005	1	Pérez	José Luis
S0101-31732013000300006	1	Perius	Cristiano
S0101-31732013000300007	1	Eccel	Daiane
S0101-31732013000300008	1	Ferretti	Marcelo Galletti
S0101-31732013000300009	1	Farias	Priscila Lena
S0101-31732013000300009	2	Queiroz	João
S0101-31732013000300010	1	Hollanda	Gabriel Jucá de
S0101-31732013000300011	1	López Astorga	Miguel
S0101-31732013000300012	1	Lohmann	Georg
S0101-31732013000300013	1	Habermas	Jürgen
S0101-31732013000300014	1	Bretas	Aléxia
S0101-31732013000400003	1	Giacoia Junior	Oswaldo
S0101-31732013000400004	1	Silveira	Lauro Frederico Barbosa da
S0101-31732013000400005	1	Berten	André
S0101-31732013000400006	1	Bannwart Júnior	Clodomiro José
S0101-31732013000400007	1	Lohmann	Georg
S0101-31732013000400008	1	Repa	Luiz
S0101-31732013000400009	1	Martins	Clélia Aparecida
S0101-31732013000400010	1	Werle	Denilson Luis
S0101-31732013000400011	1	Rouanet	Luiz Paulo
S0101-31732013000400012	1	Monteagudo	Ricardo
S0101-31732013000400013	1	Penitente	Luciana Aparecida de Araújo
S0101-31732013000400014	1	Poker	José Geraldo A. B.
S0101-31732013000400015	1	Luvizotto	Caroline Kraus
S0101-31732014000100002	1	Bromberg	Carla
S0101-31732014000100003	1	Gutiérrez Olivares	Claudia
S0101-31732014000100004	1	Medeiros	Constantino Luz de
S0101-31732014000100005	1	Gonçalves	Duarte
S0101-31732014000100006	1	Bouyer	Gilbert Cardoso
S0101-31732014000100007	1	Aquino	João Emiliano Fortaleza de
S0101-31732014000100008	1	Campos	Luis Eugenio
S0101-31732014000100009	1	Saidel	Matías Leandro
S0101-31732014000100010	1	Toledo	Leonel
S0101-31732014000100010	2	Herrera	Samuel
S0101-31732014000100011	1	Contreras	Sebastián
S0101-31732014000100012	1	Galfione	María Verónica
S0101-31732014000200002	1	Lima	Alexandre
S0101-31732014000200003	1	Castro-Serrano	Borja
S0101-31732014000200004	1	Chiappin	J. R. N.
S0101-31732014000200005	1	Barroso	Cícero Antônio Cavalcante
S0101-31732014000200006	1	Becker	Evaldo
S0101-31732014000200006	2	Becker	Michele Amorim
S0101-31732014000200007	1	Sánches Madrid	Nuria
S0101-31732014000200008	1	Santos	Poliana dos
S0101-31732014000200009	1	Klein	Stefan
S0101-31732014000200010	1	Rodrigues	Thiago
S0101-31732014000200011	1	Prado	Tomás
S0101-31732014000200012	1	Espinoza Cáceres	Jorge
S0101-31732014000300004	1	Berti	Enrico
S0101-31732014000300005	1	Marcolungo	Ferdinando Luigi
S0101-31732014000300006	1	Cacciatore	Giuseppe
S0101-31732014000300007	1	Micheli	Giuseppe
S0101-31732014000300008	1	Sangalli	Idalgo José
S0101-31732014000300009	1	Souza	José Antônio de C. R. de
S0101-31732014000300010	1	Vasconcellos	Manoel
S0101-31732014000300011	1	Costa	Marcos Roberto Nunes
S0101-31732014000300012	1	Longo	Mario
S0101-31732014000300013	1	Fioraso	Nazzareno
S0101-31732014000300014	1	Strefling	Sérgio Ricardo
S0101-31732014000300015	1	Poggi	Stefano
S0101-31732014000400009	1	Rambaldi	Enrico Isacco
S0101-31732014000400037	1	Poggi	Davide
S0101-31732014000400059	1	Peruzzi	Enrico
S0101-31732014000400067	1	Grigenti	Fabio
S0101-31732014000400075	1	D'Alberto	Francesca
S0101-31732014000400093	1	Santos	Leonel Ribeiro dos
S0101-31732014000400117	1	Malusa	Luciano
S0101-31732014000400135	1	Boni	Luis Alberto De
S0101-31732014000400169	1	Forlivesi	Marco
S0101-31732014000400209	1	Ferrari	Massimo
S0101-31732014000400245	1	Pozzo	Riccardo
S0101-31732015000100009	1	Teixeira Neto	José
S0101-31732015000100029	1	Cristófaro	Helgis Torres
S0101-31732015000100029	2	Manzi Filho	Ronaldo
S0101-31732015000100043	1	Salatini	Rafael
S0101-31732015000100057	1	Sckell	Soraya Nour
S0101-31732015000100081	1	Crubellate	João Marcelo
S0101-31732015000100103	1	Leal	Edilene Maria Carvalho
S0101-31732015000100133	1	Leeten	Lars
S0101-31732015000100147	1	Dias	Maria Cristina Longo Cardoso
S0101-31732015000100167	1	Carvalho	José Mauricio de
S0101-31732015000100187	1	Brasi	Leandro De
S0101-31732015000100213	1	López	Carlos Pérez
S0101-31732015000200009	1	Costa	Ricardo da
S0101-31732015000200009	2	Silveira	Sidney
S0101-31732015000200035	1	Aquino	Thiago
S0101-31732015000200053	1	Durán	Cristóbal
S0101-31732015000200071	1	Santos	Eberth Eleuterio dos
S0101-31732015000200095	1	Sousa	Carlos Eduardo B. de
S0101-31732015000200129	1	Gargiulo	Teresa
S0101-31732015000200163	1	Dias	Elizabeth de Assis
S0101-31732015000200175	1	Savian Filho	Juvenal
S0101-31732015000300009	1	Silva	Matheus Pelegrino da
S0101-31732015000300025	1	Pires	Joelma Lúcia Vieira
S0101-31732015000300043	1	Pereira	José Aparecido
S0101-31732015000300057	1	Silva	Anderson Gonçalves da
S0101-31732015000300075	1	González	Ana Marta
S0101-31732015000300099	1	Bruno	Cunha
S0101-31732015000300117	1	Marini	Guillermo
S0101-31732015000300133	1	Danner	Leno Francisco
S0101-31732015000300155	1	Cáceres	Jorge Espinoza
S0101-31732015000300155	2	Hernández	Rommel
S0101-31732015000400015	1	Vincenti	Luc
S0101-31732015000400027	1	Paiva	Wilson Alves de
S0101-31732015000400043	1	Leone	Maria
S0101-31732015000400057	1	Façanha	Luciano da Silva
S0101-31732015000400071	1	Corôa	Pedro Paulo
S0101-31732015000400081	1	Costa	Israel Alexandria
S0101-31732015000400093	1	Bertram	Christopher
S0101-31732015000400111	1	Baptista	Ligia Pavan
S0101-31732015000400121	1	Moscateli	Renato
S0101-31732015000400139	1	Becker	Evaldo
S0101-31732015000400153	1	Vento	Marisa Alves
S0101-31732015000400163	1	Soares	Telmir de Souza
S0101-31732016000100009	1	Jesus	Paulo Renato
S0101-31732016000100037	1	Lara	Francisco de
S0101-31732016000100057	1	Noto	Carolina de Souza
S0101-31732016000100077	1	Barreto	Márcio
S0101-31732016000100093	1	Oliveira	Maria Clara Faria Costa
S0101-31732016000100119	1	López-Astorga	Miguel
S0101-31732016000100139	1	Guitarrari	Robinson
S0101-31732016000100159	1	Alves	Antonio Jose Lopes
S0101-31732016000100213	1	Cachopo	João Pedro
S0101-31732016000100233	1	Mello	Gustavo Moura de Cavalcanti
S0101-31732016000200009	1	Figueroa	Alejandro Ramírez
S0101-31732016000200031	1	Argüello	Santiago
S0101-31732016000200053	1	Oliveira	Amélia de Jesus
S0101-31732016000200087	1	Chediak	Karla
S0101-31732016000200101	1	Ivarola	Leonardo
S0101-31732016000200119	1	Miotto	Marcio Luiz
S0101-31732016000200147	1	Montenegro	Gonzalo
S0101-31732016000200175	1	Silva	Fernando Manuel Ferreira da
S0101-31732016000200197	1	Rosa Filho	Sílvio
S0101-31732016000200217	1	Ramos	Silvana de Souza
S0101-31732016000200235	1	Gradinaru	Camelia
