scielo_id	seq	surname	given_names
S0011-52581997000200001	1	Cardoso	Adalberto Moreira
S0011-52581997000200002	1	Jasmin	Marcelo Gantus
S0011-52581997000200003	1	Carvalho	José Murilo de
S0011-52581997000200004	1	Giumbelli	Emerson
S0011-52581997000200005	1	Freitas	Renan Springer de
S0011-52581997000200006	1	Herz	Mônica
S0011-52581997000300003	1	Santos	Maria Helena de Castro
S0011-52581997000300004	1	Souza	Manoel Tibério Alves de
S0011-52581997000300005	1	Rezende	Flávio da Cunha
S0011-52581997000300006	1	Nicolau	Jairo Marconi
S0011-52581997000300007	1	Santos	Fabiano
S0011-52581997000300008	1	Samuels	David
S0011-52581998000100001	1	Faucher	Philippe
S0011-52581998000100002	1	Couto	Cláudio Gonçalves
S0011-52581998000100003	1	Fuks	Mario
S0011-52581998000100004	1	Fontes	Breno Augusto Souto-Maior
S0011-52581998000100005	1	Giuliani	Gian Mario
S0011-52581998000100006	1	Cavalcanti	H. B.
S0011-52581998000200001	1	Santos	Wanderley Guilherme dos
S0011-52581998000200002	1	Faria	Carlos Aurélio Pimenta de
S0011-52581998000200003	1	Scalon	Maria Celi
S0011-52581998000200004	1	Santos	José Alcides Figueiredo
S0011-52581998000200005	1	ODougherty	Maureen
S0011-52581998000300001	1	Vianna	Luiz Werneck
S0011-52581998000300001	2	Carvalho	Maria Alice Rezende de
S0011-52581998000300001	3	Melo	Manuel Palacios Cunha
S0011-52581998000300001	4	Burgos	Marcelo Baumann
S0011-52581998000300002	1	Beato F.	Claudio C.
S0011-52581998000300003	1	Souza	Celina
S0011-52581998000300004	1	Castro Santos	Luiz A. de
S0011-52581998000300005	1	Miguel	Luis Felipe
S0011-52581998000400001	1	Mingione	Enzo
S0011-52581998000400002	1	Cardoso	Adalberto M.
S0011-52581998000400003	1	Sansone	Livio
S0011-52581998000400004	1	Almeida	Alberto Carlos
S0011-52581998000400005	1	Esteves	Paulo Luiz Moreaux Lavigne
S0011-52581998000400006	1	Santos	Fabiano
S0011-52581999000100002	1	Soares	Gláucio A. Dillon
S0011-52581999000100004	1	Lima Junior	Olavo Brasil de
S0011-52581999000100005	1	Tavares	José Antônio Giusti
S0011-52581999000100006	1	Santos	Fabiano
S0011-52581999000100007	1	Oliveira	Luís R. Cardoso de
S0011-52581999000100008	1	Lessa	Carlos
S0011-52581999000200001	1	Stepan	Alfred
S0011-52581999000200002	1	Miguel	Luis Felipe
S0011-52581999000200003	1	Schmitt	Rogério
S0011-52581999000200003	2	Carneiro	Leandro Piquet
S0011-52581999000200003	3	Kuschnir	Karina
S0011-52581999000200004	1	Domingues	José Maurício
S0011-52581999000200005	1	Marques	Eduardo Cesar
S0011-52581999000300001	1	Vieira	Liszt
S0011-52581999000300002	1	Almeida	Maria Hermínia Tavares de
S0011-52581999000300003	1	Kerstenetzky	Celia Lessa
S0011-52581999000300004	1	Vita	Álvaro de
S0011-52581999000300005	1	Pádua	José Augusto
S0011-52581999000300006	1	Bezerra Neto	José Maia
S0011-52581999000400001	1	ODonnell	Guillermo
S0011-52581999000400002	1	Boschi	Renato Raul
S0011-52581999000400003	1	Ribeiro	Carlos Antonio Costa
S0011-52581999000400004	1	Vargas	Joana Domingues
S0011-52581999000400005	1	Venuto	Adriana
S0011-52582000000100001	1	Arbix	Glauco
S0011-52582000000100002	1	Cardoso	Adalberto Moreira
S0011-52582000000100003	1	Carvalho	José Murilo de
S0011-52582000000100004	1	Borges	André
S0011-52582000000100005	1	Labra	Maria Eliana
S0011-52582000000100006	1	Machado	Igor José de Renó
S0011-52582000000200001	1	Melo	Carlos Ranulfo Felix de
S0011-52582000000200002	1	Noronha	Eduardo G.
S0011-52582000000200003	1	Shikida	Cláudio Djissey
S0011-52582000000200003	2	Monasterio	Leonardo M.
S0011-52582000000200004	1	Coutinho	Marília
S0011-52582000000200004	2	Soares	Gláucio A. D.
S0011-52582000000200005	1	Grün	Roberto
S0011-52582000000200006	1	Hamlin	Cynthia Lins
S0011-52582000000200007	1	Santana	Marco Aurélio
S0011-52582000000300001	1	Silva	Nelson do Valle
S0011-52582000000300001	2	Hasenbalg	Carlos
S0011-52582000000300002	1	Lavinas	Lena
S0011-52582000000300002	2	Barbosa	Maria Ligia de Oliveira
S0011-52582000000300003	1	Amorim Neto	Octavio
S0011-52582000000300004	1	Palermo	Vicente
S0011-52582000000300005	1	Munck	Gerardo L.
S0011-52582000000300006	1	Wegner	Robert
S0011-52582000000400002	1	Santos	Fabiano
S0011-52582000000400003	1	Macuane	José Jaime
S0011-52582000000400004	1	Nicolau	Jairo
S0011-52582000000400005	1	Leis	Héctor Ricardo
S0011-52582000000400006	1	Ramalho	José Ricardo
S0011-52582000000400007	1	Seligson	Mitchell A.
S0011-52582000000400007	2	Rennó	Lucio R.
S0011-52582001000100003	1	Cardoso	Adalberto Moreira
S0011-52582001000100004	1	Ribeiro	Carlos Antonio Costa
S0011-52582001000100004	2	Scalon	Maria Celi
S0011-52582001000100005	1	Santos	José Alcides Figueiredo
S0011-52582001000100006	1	Araújo	Clara
S0011-52582001000100007	1	Eisenberg	José
S0011-52582001000200001	1	Domingues	José Maurício
S0011-52582001000200002	1	Bonelli	Maria da Gloria
S0011-52582001000200003	1	Amorim Neto	Octavio
S0011-52582001000200003	2	Santos	Fabiano
S0011-52582001000200004	1	Pereira	Carlos
S0011-52582001000200004	2	Rennó	Lucio
S0011-52582001000200005	1	Soares	José Francisco
S0011-52582001000200005	2	Ribeiro	Leandro Molhano
S0011-52582001000200005	3	Castro	Cláudio de Moura
S0011-52582001000200006	1	Freitas	Renan Springer de
S0011-52582001000200006	2	Collares	Ana Cristina Murta
S0011-52582001000300001	1	Kaufman	Robert R.
S0011-52582001000300001	2	Segura-Ubiergo	Alex
S0011-52582001000300002	1	Borsani	Hugo
S0011-52582001000300003	1	Souza	Celina
S0011-52582001000300004	1	Lemos	Leany Barreiro de S.
S0011-52582001000300005	1	Velho	Léa
S0011-52582001000400001	1	Mainwaring	Scott
S0011-52582001000400001	2	Brinks	Daniel
S0011-52582001000400001	3	Pérez-Liñán	Aníbal
S0011-52582001000400002	1	Figueiredo	Argelina Cheibub
S0011-52582001000400003	1	Santos	Maria Helena de Castro
S0011-52582001000400004	1	Riccio	Vicente
S0011-52582001000400005	1	Giumbelli	Emerson
S0011-52582002000100001	1	Amorim Neto	Octavio
S0011-52582002000100001	2	Tafner	Paulo
S0011-52582002000100002	1	Lacerda	Alan Daniel Freire de
S0011-52582002000100003	1	Baker	Andy
S0011-52582002000100004	1	Bernardes	Roberto
S0011-52582002000100004	2	Oliveira	Alberto de
S0011-52582002000100005	1	Azevedo	Nara
S0011-52582002000100005	2	Ferreira	Luiz Otávio
S0011-52582002000100005	3	Kropf	Simone Petraglia
S0011-52582002000100005	4	Hamilton	Wanda Susana
S0011-52582002000200001	1	Cheibub	José Antonio
S0011-52582002000200001	2	Przeworski	Adam
S0011-52582002000200001	3	Saiegh	Sebastian
S0011-52582002000200002	1	Nicolau	Jairo
S0011-52582002000200003	1	Santos	Fabiano
S0011-52582002000200004	1	Pereira	Carlos
S0011-52582002000200004	2	Mueller	Bernardo
S0011-52582002000200005	1	Figueiredo	Argelina Cheibub
S0011-52582002000200005	2	Limongi	Fernando
S0011-52582002000300001	1	Pinto	L. A. Costa
S0011-52582002000300002	1	Leoni	Eduardo
S0011-52582002000300003	1	Rodrigues	Marta M. Assumpção
S0011-52582002000300003	2	Zauli	Eduardo Meira
S0011-52582002000300004	1	Arretche	Marta
S0011-52582002000300005	1	Domingues	José Maurício
S0011-52582002000300006	1	Miguel	Luis Felipe
S0011-52582002000300007	1	Botelho	Tarcísio Rodrigues
S0011-52582002000400001	1	Feres Jr.	João
S0011-52582002000400002	1	Andrews	Christina W.
S0011-52582002000400003	1	Ferreira	Bernardo
S0011-52582002000400004	1	Kerstenetzky	Celia Lessa
S0011-52582002000400005	1	Alvarez	Marcos César
S0011-52582002000400006	1	Guimarães	Reinaldo
S0011-52582003000100001	1	Grün	Roberto
S0011-52582003000100002	1	Marques	Eduardo Cesar
S0011-52582003000100002	2	Bichir	Renata Mirandola
S0011-52582003000100003	1	Cepik	Marco
S0011-52582003000100004	1	Pogrebinschi	Thamy
S0011-52582003000100005	1	Campante	Rubens Goyatá
S0011-52582003000200001	1	Schwartzman	Simon
S0011-52582003000200002	1	Tapia	Jorge R. B.
S0011-52582003000200003	1	Vidal	Dominique
S0011-52582003000200004	1	Miguel	Luis Felipe
S0011-52582003000200005	1	Nunes	Neila Ferraz Moreira
S0011-52582003000200006	1	Souza	Celina
S0011-52582003000200007	1	Ratton Júnior	José Luiz de Amorim
S0011-52582003000200007	2	Morais	Jorge Ventura de
S0011-52582003000300001	1	Cohen	Jean L.
S0011-52582003000300002	1	Domingues	José Maurício
S0011-52582003000300003	1	Eisenberg	José
S0011-52582003000300004	1	Cabral	Manuel Villaverde
S0011-52582003000300005	1	Sansone	Livio
S0011-52582003000300006	1	Rocha	Carlos Vasconcelos
S0011-52582003000300007	1	Barbosa	Maria Ligia de Oliveira
S0011-52582003000400001	1	Martins	Carlos Estevam
S0011-52582003000400002	1	Amorim Neto	Octavio
S0011-52582003000400002	2	Santos	Fabiano
S0011-52582003000400003	1	Ricci	Paolo
S0011-52582003000400004	1	Pereira	Carlos
S0011-52582003000400004	2	Mueller	Bernardo
S0011-52582003000400005	1	Carey	John M.
S0011-52582003000400005	2	Reinhardt	Gina Yannitell
S0011-52582003000400006	1	Samuels	David
S0011-52582004000100001	1	Grün	Roberto
S0011-52582004000100002	1	Bresser-Pereira	Luiz Carlos
S0011-52582004000100003	1	Nicolau	Jairo
S0011-52582004000100004	1	Carreirão	Yan de Souza
S0011-52582004000100004	2	Kinzo	Maria D'Alva G.
S0011-52582004000100005	1	Melo	Marcus André
S0011-52582004000200001	1	Wacquant	Loïc
S0011-52582004000200002	1	Cerqueira	Daniel
S0011-52582004000200002	2	Lobão	Waldir
S0011-52582004000200003	1	Medeiros	Mateus Afonso
S0011-52582004000200004	1	Faucher	Philippe
S0011-52582004000200004	2	Armijo	Leslie Elliott
S0011-52582004000200005	1	Gheventer	Alexandre
S0011-52582004000200006	1	Medeiros	Marcelo
S0011-52582004000200007	1	Tomás	Catarina
S0011-52582004000200007	2	Fonseca	Diana
S0011-52582004000300001	1	Elias	Peter
S0011-52582004000300002	1	Rosa	Marcelo
S0011-52582004000300003	1	Mancuso	Wagner Pralon
S0011-52582004000300004	1	Arretche	Marta
S0011-52582004000300004	2	Rodden	Jonathan
S0011-52582004000300005	1	Magalhães	Raul Francisco
S0011-52582004000300005	2	Sousa	Diogo Tourino de
S0011-52582004000300006	1	Segrillo	Angelo
S0011-52582004000400001	1	Domingues	José Maurício
S0011-52582004000400001	2	Maneiro	María
S0011-52582004000400002	1	Blanco	Alejandro
S0011-52582004000400003	1	Avritzer	Leonardo
S0011-52582004000400003	2	Costa	Sérgio
S0011-52582004000400004	1	Santos	Wanderley Guilherme dos
S0011-52582004000400005	1	Zaverucha	Jorge
S0011-52582004000400005	2	Melo Filho	Hugo Cavalcanti
S0011-52582004000400006	1	Gaiger	Luiz Inácio
S0011-52582005000100003	1	Santos	José Alcides Figueiredo
S0011-52582005000100004	1	Cepik	Marco
S0011-52582005000100005	1	Carvalho	Aloysio
S0011-52582005000100006	1	Dias	Marcia Ribeiro
S0011-52582005000100007	1	Burgos	Marcelo Baumann
S0011-52582005000200001	1	Brandão	Gildo Marçal
S0011-52582005000200002	1	Andrews	Christina W.
S0011-52582005000200003	1	Melo	Carlos Ranulfo
S0011-52582005000200003	2	Anastasia	Fátima
S0011-52582005000200004	1	Diniz	Simone
S0011-52582005000200005	1	Müller	Gustavo
S0011-52582005000200006	1	Arbix	Glauco
S0011-52582005000200006	2	Salerno	Mario Sergio
S0011-52582005000200006	3	De Negri	João Alberto
S0011-52582005000300001	1	Cardoso	Adalberto
S0011-52582005000300001	2	Lage	Telma
S0011-52582005000300002	1	Ramalho	José Ricardo
S0011-52582005000300003	1	Grill	Igor Gastal
S0011-52582005000300004	1	Oliveira	Vanessa Elias de
S0011-52582005000300005	1	Nicolau	Jairo
S0011-52582005000300006	1	Lynch	Christian Edward Cyril
S0011-52582005000300007	1	Feres Júnior	João
S0011-52582005000400001	1	Santos	Fabiano
S0011-52582005000400001	2	Almeida	Acir
S0011-52582005000400002	1	Limongi	Fernando
S0011-52582005000400002	2	Figueiredo	Argelina
S0011-52582005000400003	1	Vianna	Luiz Werneck
S0011-52582005000400003	2	Burgos	Marcelo Baumann
S0011-52582005000400004	1	Melo	Marcus André
S0011-52582005000400005	1	Grün	Roberto
S0011-52582006000100001	1	Kugelmas	Eduardo
S0011-52582006000100002	1	Rennó	Lucio
S0011-52582006000100002	2	Spanakos	Anthony P.
S0011-52582006000100003	1	Fonseca	Claudia
S0011-52582006000100004	1	Lavinas	Lena
S0011-52582006000100004	2	Nicoll	Marcelo
S0011-52582006000100005	1	Silva	Filipe Carreira da
S0011-52582006000100006	1	Acca	Rogério dos Santos
S0011-52582006000100007	1	Faria	Lina
S0011-52582006000100007	2	Costa	Maria Conceição da
S0011-52582006000100008	1	Gomes	Sandra
S0011-52582006000200001	1	Velasco Junior	Licínio
S0011-52582006000200002	1	Neiva	Pedro Robson Pereira
S0011-52582006000200003	1	Oliveira	Luzia Helena Herrmann de
S0011-52582006000200004	1	Silva	Sidney Jard da
S0011-52582006000200005	1	Tostes	Ana Paula
S0011-52582006000200006	1	Horn	Carlos Henrique
S0011-52582006000300001	1	Feres Júnior	João
S0011-52582006000300001	2	Eisenberg	José
S0011-52582006000300002	1	Knöbl	Wolfgang
S0011-52582006000300003	1	Nobre	Renarde Freire
S0011-52582006000300004	1	Pogrebinschi	Thamy
S0011-52582006000300005	1	Gahyva	Helga
S0011-52582006000300006	1	Mafra	Clara
S0011-52582006000300007	1	Soares	José Francisco
S0011-52582006000300007	2	Collares	Ana Cristina Murta
S0011-52582006000300008	1	Pinto	Céli Regina Jardim
S0011-52582006000400001	1	Sola	Lourdes
S0011-52582006000400002	1	Nicolau	Jairo
S0011-52582006000400003	1	Santos	André Marenco dos
S0011-52582006000400004	1	Ricci	Paolo
S0011-52582006000400005	1	Coutinho	Marcelo
S0011-52582006000400006	1	Ribeiro	Carlos Antonio Costa
S0011-52582007000100002	1	Waizbort	Leopoldo
S0011-52582007000100003	1	Botelho	André
S0011-52582007000100004	1	Maia	João Marcelo Ehlert
S0011-52582007000100005	1	Neves	Delma Pessanha
S0011-52582007000100006	1	Guimarães	Alexandre Queiroz
S0011-52582007000100007	1	Oliveira	Marcelo Fernandes de
S0011-52582007000100007	2	Moreno	Fernanda Venceslau
S0011-52582007000200001	1	Taylor	Matthew M.
S0011-52582007000200002	1	Kerche	Fábio
S0011-52582007000200003	1	Santos	Rogerio Dultra dos
S0011-52582007000200004	1	Teixeira	Felipe Charbel
S0011-52582007000200005	1	Roma	Celso
S0011-52582007000200006	1	Picanço	Felícia
S0011-52582007000300001	1	Avritzer	Leonardo
S0011-52582007000300002	1	Lavalle	Adrian Gurza
S0011-52582007000300002	2	Castello	Graziela
S0011-52582007000300002	3	Bichir	Renata Mirandola
S0011-52582007000300003	1	Asseburg	Hans Benno
S0011-52582007000300003	2	Gaiger	Luiz Inácio
S0011-52582007000300004	1	Araújo	Clara
S0011-52582007000300004	2	Alves	José Eustáquio Diniz
S0011-52582007000300005	1	Cortez	Rafael de Paula Santos
S0011-52582007000300006	1	Lopes	Dawisson Belém
S0011-52582007000400002	1	Vargas	Joana Domingues
S0011-52582007000400003	1	Oliveira	Adriano
S0011-52582007000400004	1	Rennó	Lucio R.
S0011-52582007000400005	1	Miguel	Luis Felipe
S0011-52582007000400005	2	Machado	Carlos
S0011-52582007000400006	1	Lahire	Bernard
S0011-52582007000400007	1	Carvalho	Bruno Sciberras de
S0011-52582007000400008	1	Filgueiras	Fernando
S0011-52582008000100001	1	Lima	Diana Nogueira de Oliveira
S0011-52582008000100002	1	Truzzi	Oswaldo
S0011-52582008000100003	1	Giumbelli	Emerson
S0011-52582008000100004	1	Sigaud	Lygia
S0011-52582008000100004	2	Rosa	Marcelo
S0011-52582008000100004	3	Macedo	Marcelo Ernandez
S0011-52582008000100005	1	Guimarães	Antonio Sérgio Alfredo
S0011-52582008000100005	2	Macedo	Márcio
S0011-52582008000100006	1	Vigevani	Tullo
S0011-52582008000100006	2	Lima	Thiago
S0011-52582008000100006	3	Oliveira	Marcelo Fernandes de
S0011-52582008000100007	1	Marques	Eduardo
S0011-52582008000100007	2	Scalon	Celi
S0011-52582008000100007	3	Oliveira	Maria Aparecida
S0011-52582008000100008	1	O'Neill	Eoin
S0011-52582008000200001	1	Figueiredo	Argelina Cheibub
S0011-52582008000200002	1	Velho	Gilberto
S0011-52582008000200003	1	Guimarães	Nadya Araujo
S0011-52582008000200004	1	Grün	Roberto
S0011-52582008000200005	1	Santos	José Alcides Figueiredo
S0011-52582008000200006	1	Carneiro	Leandro Piquet
S0011-52582008000200006	2	Almeida	Maria Hermínia Tavares de
S0011-52582008000200007	1	Machado	José Angelo
S0011-52582008000200008	1	Albuquerque	Afonso de
S0011-52582008000200008	2	Steibel	Fabro Boaz
S0011-52582008000200008	3	Carneiro	Carolina Maria Zoccoli
S0011-52582008000200009	1	Ferreira	Bernardo
S0011-52582008000300001	1	Oliveira	Luísa
S0011-52582008000300001	2	Carvalho	Helena
S0011-52582008000300002	1	Cardoso	Adalberto
S0011-52582008000300003	1	Cotanda	Fernando Coutinho
S0011-52582008000300004	1	Batista	Cristiane
S0011-52582008000300005	1	Beato	Claudio
S0011-52582008000300005	2	Silva	Bráulio Figueiredo Alves da
S0011-52582008000300005	3	Tavares	Ricardo
S0011-52582008000300006	1	Escribà-Folch	Abel
S0011-52582008000300007	1	Oliveira	Wilson José Ferreira de
S0011-52582008000400001	1	Souza	Celina
S0011-52582008000400002	1	Taylor	Matthew M.
S0011-52582008000400002	2	Da Ros	Luciano
S0011-52582008000400003	1	Marchetti	Vitor
S0011-52582008000400004	1	Álvares	Maria Luzia Miranda
S0011-52582008000400005	1	Coser	Ivo
S0011-52582008000400006	1	Arvate	Paulo Roberto
S0011-52582008000400006	2	Biderman	Ciro
S0011-52582008000400006	3	Mendes	Marcos
S0011-52582008000400007	1	Rodrigues	Gilberto Marcos Antonio
S0011-52582009000100001	1	Ribeiro	Carlos Antonio Costa
S0011-52582009000100001	2	Silva	Nelson do Valle
S0011-52582009000100002	1	Kerstenetzky	Celia Lessa
S0011-52582009000100003	1	Lobo	Valéria Marques
S0011-52582009000100004	1	Jardim	Maria Aparecida Chaves
S0011-52582009000100005	1	Costa	Frederico Lustosa da
S0011-52582009000100006	1	Miguel	Luis Felipe
S0011-52582009000100006	2	Feitosa	Fernanda
S0011-52582009000100007	1	Ferraz	Octávio Luiz Motta
S0011-52582009000100007	2	Vieira	Fabiola Sulpino
S0011-52582009000200001	1	Cheibub	José Antonio
S0011-52582009000200001	2	Figueiredo	Argelina
S0011-52582009000200001	3	Limongi	Fernando
S0011-52582009000200002	1	Perissinotto	Renato Monseff
S0011-52582009000200002	2	Miríade	Angel
S0011-52582009000200003	1	Tostes	Ana Paula
S0011-52582009000200004	1	Arretche	Marta
S0011-52582009000200005	1	Ferraz	Alexandre Sampaio
S0011-52582009000200006	1	Marques	Eduardo Cesar Leão
S0011-52582009000200007	1	Mendonça	Ricardo Fabrino
S0011-52582009000200007	2	Santos	Débora Bráulio
S0011-52582009000300001	1	Domingues	José Maurício
S0011-52582009000300002	1	Wanderley	Fernanda
S0011-52582009000300003	1	Brunner	José Joaquín
S0011-52582009000300004	1	Gomes	Sandra
S0011-52582009000300005	1	Azevedo	Sérgio de
S0011-52582009000300005	2	Santos Junior	Orlando Alves dos
S0011-52582009000300005	3	Ribeiro	Luiz César de Queiroz
S0011-52582009000300006	1	Pires	Roberto Rocha C.
S0011-52582009000300007	1	Silva	Gláucia
S0011-52582009000400001	1	Nogueira	Marco Aurélio
S0011-52582009000400002	1	Ribeiro	Pedro Feliú
S0011-52582009000400002	2	Oliveira	Amâncio Jorge Silva Nunes
S0011-52582009000400002	3	Galdino	Manoel
S0011-52582009000400003	1	Cunha	Raphael Coutinho da
S0011-52582009000400004	1	Miranda	Geralda Luiza de
S0011-52582009000400005	1	Castro	Mônica Mata Machado de
S0011-52582009000400005	2	Anastasia	Fátima
S0011-52582009000400005	3	Nunes	Felipe
S0011-52582009000400006	1	Mazon	Marcia da Silva
S0011-52582009000400007	1	Horn	Carlos Henrique
S0011-52582009000400007	2	Cotanda	Fernando Coutinho
S0011-52582009000400007	3	Pichler	Walter Arno
S0011-52582010000100002	1	Eisenstadt	S. N.
S0011-52582010000100003	1	Lynch	Christian Edward Cyril
S0011-52582010000100004	1	Roniger	Luis
S0011-52582010000100005	1	Torres	Haroldo da Gama
S0011-52582010000100005	2	Gomes	Sandra
S0011-52582010000100005	3	Pavez	Thais
S0011-52582010000100005	4	Fusaro	Edgard
S0011-52582010000100006	1	Ribeiro	Ludmila
S0011-52582010000100007	1	Leite	Marcia de Paula
S0011-52582010000100007	2	Souza	Silvana Maria de
S0011-52582010000100008	1	Dias Júnior	Cláudio Santiago
S0011-52582010000200001	1	Grün	Roberto
S0011-52582010000200002	1	Silva	Ricardo
S0011-52582010000200003	1	Freitas	Renan Springer de
S0011-52582010000200004	1	Motta	Luiz Eduardo
S0011-52582010000200005	1	Carvalho	Maria Izabel Valladão de
S0011-52582010000200006	1	Alves	Fátima
S0011-52582010000200007	1	Alsina Jr	João Paulo Soares
S0011-52582010000300001	1	Monsma	Karl
S0011-52582010000300002	1	Arantes	Rogério Bastos
S0011-52582010000300002	2	Couto	Cláudio Gonçalves
S0011-52582010000300003	1	Arretche	Marta
S0011-52582010000300004	1	Maia	João Marcelo Ehlert
S0011-52582010000300005	1	Pogrebinschi	Thamy
S0011-52582010000300006	1	Miguel	Luis Felipe
S0011-52582010000300006	2	Biroli	Flávia
S0011-52582010000300007	1	Leite	Rogerio Proença
S0011-52582010000400001	1	Cardoso	Adalberto
S0011-52582010000400002	1	Marenco	André
S0011-52582010000400003	1	Acero	Liliana
S0011-52582010000400004	1	Bastos	Elide Rugai
S0011-52582010000400004	2	Botelho	André
S0011-52582010000400005	1	Raposo	Eduardo de Vasconcelos
S0011-52582010000400005	2	Kasahara	Yuri
S0011-52582010000400006	1	Delgado	Ignacio Godinho
S0011-52582010000400006	2	Condé	Eduardo Salomão
S0011-52582010000400006	3	Ésther	Angelo Brigato
S0011-52582010000400006	4	Salles	Helena da Motta
S0011-52582011000100001	1	Santos	José Alcides Figueiredo
S0011-52582011000100002	1	Ribeiro	Carlos Antonio Costa
S0011-52582011000100003	1	Vilela	Elaine Meire
S0011-52582011000100004	1	Kerstenetzky	Celia Lessa
S0011-52582011000100005	1	Archer	Margaret S.
S0011-52582011000100006	1	Rosenfield	Cinara L.
S0011-52582011000100006	2	Alves	Daniela Alves de
S0011-52582011000100007	1	Guarnieri	Fernando
S0011-52582011000200001	1	Bresser-Pereira	Luiz Carlos
S0011-52582011000200002	1	Sallum Jr	Brasilio
S0011-52582011000200003	1	Neiva	Pedro Robson Pereira
S0011-52582011000200004	1	Avelino	George
S0011-52582011000200004	2	Biderman	Ciro
S0011-52582011000200004	3	Silva	Glauco Peres da
S0011-52582011000200005	1	Filgueiras	Fernando
S0011-52582011000200005	2	Aranha	Ana Luiza Melo
S0011-52582011000200006	1	Mont'Alvão	Arnaldo
S0011-52582011000200007	1	Delgado	Nelson Giordano
S0011-52582011000200007	2	Leite	Sergio Pereira
S0011-52582011000300001	1	Prado	Luiz Carlos Delorme
S0011-52582011000300001	2	Bastian	Eduardo F
S0011-52582011000300002	1	Pogrebinschi	Thamy
S0011-52582011000300002	2	Santos	Fabiano
S0011-52582011000300003	1	Grün	Roberto
S0011-52582011000300004	1	Lynch	Christian Edward Cyril
S0011-52582011000300005	1	Rennó	Lucio
S0011-52582011000300006	1	Domingues	José Maurício
S0011-52582011000300007	1	Teixeira	Cesar Pinheiro
S0011-52582011000400001	1	Diniz	Eli
S0011-52582011000400002	1	Guimarães	Nadya Araujo
S0011-52582011000400003	1	Vita	Alvaro de
S0011-52582011000400004	1	Aguiar	Thais Florencio de
S0011-52582011000400005	1	Cepik	Marco
S0011-52582011000400005	2	Arturi	Carlos Schmidt
S0011-52582012000100001	1	Bulcourf	Pablo
S0011-52582012000100001	2	Dufour	Gustavo
S0011-52582012000100002	1	Limongi	Fernando
S0011-52582012000100003	1	Melo	Carlos Ranulfo
S0011-52582012000100003	2	Câmara	Rafael
S0011-52582012000100004	1	Meneguello	Rachel
S0011-52582012000100004	2	Bizzarro Neto	Fernando
S0011-52582012000100005	1	Faria	Carlos Aurélio Pimenta de
S0011-52582012000100005	2	Nogueira	Joana Laura Marinho
S0011-52582012000100005	3	Lopes	Dawisson Belém
S0011-52582012000100006	1	Lima	Diana
S0011-52582012000100006	2	Werneck	Vinícius
S0011-52582012000100007	1	Muniz	Jerônimo O.
S0011-52582012000200001	1	Kuschnir	Karina
S0011-52582012000200002	1	Préteceille	Edmond
S0011-52582012000200003	1	Zaluar	Alba
S0011-52582012000200004	1	Oliveira	Ivan Tiago Machado
S0011-52582012000200004	2	Milani	Carlos R. S.
S0011-52582012000200005	1	Villa	Rafael Duarte
S0011-52582012000200005	2	Viana	Manuela Trindade
S0011-52582012000200006	1	Kerstenetzky	Celia Lessa
S0011-52582012000200007	1	Engelmann	Fabiano
S0011-52582012000200008	1	Truzzi	Oswaldo
S0011-52582012000300001	1	Araujo	Cicero
S0011-52582012000300002	1	Hollanda	Cristina Buarque de
S0011-52582012000300003	1	Ribeiro	Carlos Antonio Costa
S0011-52582012000300004	1	Hasenclever	Lia
S0011-52582012000300004	2	Paranhos	Julia
S0011-52582012000300004	3	Torres	Ricardo
S0011-52582012000300005	1	Cardoso	Adalberto
S0011-52582012000300006	1	Barone	Luís Antonio
S0011-52582012000300006	2	Ferrante	Vera Lúcia S. Botta
S0011-52582012000300007	1	Santana	Marco Aurélio
S0011-52582012000400001	1	Figueiredo	Argelina Cheibub
S0011-52582012000400001	2	Canello	Júlio
S0011-52582012000400001	3	Vieira	Marcelo
S0011-52582012000400002	1	Huneeus	Carlos
S0011-52582012000400003	1	Gomes	Fábio de Barros Correia
S0011-52582012000400004	1	Freitas	Andréa
S0011-52582012000400005	1	Avelino	George
S0011-52582012000400005	2	Biderman	Ciro
S0011-52582012000400005	3	Barone	Leonardo S.
S0011-52582012000400006	1	Burgos	Marcelo Baumann
S0011-52582012000400007	1	Oliveira	João Pacheco de
S0011-52582013000100001	1	Bringel	Breno
S0011-52582013000100001	2	Pessanha	Charles
S0011-52582013000100002	1	Santos	Wanderley Guilherme dos
S0011-52582013000100003	1	Avritzer	Leonardo
S0011-52582013000100003	2	Gomes	Lilian C. B.
S0011-52582013000100004	1	Feres Júnior	João
S0011-52582013000100004	2	Nascimento	Leonardo Fernandes
S0011-52582013000100004	3	Eisenberg	Zena Winona
S0011-52582013000100005	1	Araujo	Kathya
S0011-52582013000100006	1	Oberti	Marco
S0011-52582013000100006	2	Voisin	Agathe
S0011-52582013000100007	1	Mauger	Gérard
S0011-52582013000100008	1	Ivic	Sanja
S0011-52582013000100009	1	Anjos	Flávio Sacco dos
S0011-52582013000100009	2	Criado	Encarnación Aguilar
S0011-52582013000100009	3	Caldas	Nádia Velleda
S0011-52582013000200001	1	Maio	Marcos Chor
S0011-52582013000200001	2	Oliveira	Nemuel da Silva
S0011-52582013000200001	3	Lopes	Thiago da Costa
S0011-52582013000200002	1	Paulilo	Maria Ignez S.
S0011-52582013000200003	1	Losekann	Cristiana
S0011-52582013000200004	1	Lima	Luciana
S0011-52582013000200004	2	Ortellado	Pablo
