scielo_id	seq	instituicao	localidade	pais
S0011-52582011000100001	1	,Universidade Federal de Juiz de Fora  	Juiz de Fora MG	Brasil
S0011-52582011000100002	1	,Universidade do Estado do Rio de Janeiro .  	Rio de Janeiro RJ	Brasil
S0011-52582011000100005	1	,Universidade de Warwick Departamento de Sociologia 	 	Reino Unido
S0011-52582011000100006	1	,Universidade Federal do Rio Grande do Sul Departamento de Sociologia 	Porto Alegre RS	Brasil
S0011-52582011000100006	2	,Universidade Federal de Viçosa Departamento de Ciências Sociais 	Viçosa MG	Brasil
S0011-52582011000200001	1	,Fundação Getulio Vargas  	São Paulo SP	Brasil
S0011-52582011000200002	1	,Universidade de São Paulo Departamento de Sociologia 	São Paulo SP	Brasil
S0011-52582011000200004	1	,Fundação Getulio Vargas  	São Paulo SP	Brasil
S0011-52582011000200004	2	,EAESP/FGV  	São Paulo SP	Brasil
S0011-52582011000200004	3	,Fundação Escola de Comércio Álvares Penteado  	São Paulo SP	Brasil
S0011-52582011000300002	1	,Universidade do Estado do Rio de Janeiro Instituto de Estudos Sociais e Políticos 	Rio de Janeiro RJ	Brasil
S0011-52582011000300002	2	,Universidade do Estado do Rio de Janeiro Instituto de Estudos Sociais e Políticos 	Rio de Janeiro RJ	Brasil
S0011-52582011000300003	1	,Universidade Federal de São Carlos Núcleo de Estudos em Sociologia Econômica e das Finanças 	São Carlos SP	Brasil
S0011-52582011000300005	1	,Universidade de Brasília Instituto de Ciência Política 	Brasília DF	Brasil
S0011-52582011000300006	1	,Universidade do Estado do Rio de Janeiro Instituto de Estudos Sociais e Políticos 	Rio de Janeiro RJ	Brasil
S0011-52582011000400002	1	,Universidade de São Paulo Departamento de Sociologia 	São Paulo 	Brasil
S0011-52582011000400003	1	,Universidade de São Paulo Departamento de Ciência Política 	São Paulo 	Brasil
S0011-52582011000400005	1	,Universidade Federal do Rio Grande do Sul Departamento de Ciência Política 	Porto Alegre RS	Brasil
S0011-52582013000100006	1	,Sciences Po Departamento de Sociologia 	 	Paris
S0011-52582013000100006	2	,Sciences Po Observatoire Sociologique du Changement 	 	Paris
S0011-52582013000100008	1	,Institutefor European Studies  	Belgrado 	Sérvia
S0011-52582013000300001	1	,Fundação Getulio Vargas Escola Brasileira de Administração Pública e de Empresas 	 Rio de Janeiro	Brasil
S0011-52582013000300001	2	,Universidade do Estado do Rio de Janeiro Instituto de Estudos Sociais e Políticos 	 Rio de Janeiro	Brasil
S0011-52582013000300002	1	,Universidade Federal de Minas Gerais  	Minas Gerais 	Brasil
S0011-52582013000300003	1	,Universidade Federal de Minas Gerais  	 Minas Gerais	Brasil
S0011-52582013000300004	1	,Universidade Federal de Minas Gerais  	 Minas Gerais	Brasil
S0011-52582013000300005	1	,Universidad de Buenos Aires  	Buenos Aires 	Argentina
S0011-52582013000300007	1	,Universidade de São Paulo  	 São Paulo	Brasil
S0011-52582013000300007	2	,Universidade Federal de Pernambuco  	 Pernambuco	Brasil
S0011-52582013000400001	1	,Universidade do Estado do Rio de Janeiro Instituto de Estudos Sociais e Políticos 	Rio de Janeiro 	Brasil
S0011-52582013000400002	1	,Universidad Complutense de Madrid Facultad de Ciencias Políticas y Sociología 	 	Espanha
S0011-52582013000400003	1	,Universidade de Trás-os-Montes e Alto-Douro Departamento de Economia, Sociologia e Gestão 	Vila Real 	Portugal
S0011-52582013000400005	1	,Universidade Federal de Sergipe  	 	Brasil
S0011-52582013000400006	1	,Universidade Estadual Paulista Departamento de Sociologia 	Araraquara São Paulo	Brasil
S0011-52582013000400007	1	,Universidade Federal de Viçosa  	 Minas Gerais	Brasil
S0011-52582013000400008	1	,Universidade Federal Fluminense Programa de Pós-Graduação em Sociologia e Direito 	Rio de Janeiro 	Brasil
S0011-52582014000100001	1	,Universidade Federal do Rio de Janeiro Instituto de Filosofia e Ciências Sociais Departamento de Sociologia	Rio de Janeiro 	Brasil
S0011-52582014000100002	1	,Sociologia Política da Universidade Federal de Santa Catarina  	Florianópolis Santa Catarina	Brasil
S0011-52582014000100003	1	,Universidade Federal do Paraná  	Curitiba Paraná	Brasil
S0011-52582014000100004	1	,Instituto de Pesquisa Econômica Aplicada  	Brasília 	Brasil
S0011-52582014000100004	2	,Fundação Getulio Vargas Centro de Pesquisa e Documentação Histórica Contemporânea do Brasil 	Rio de Janeiro 	Brasil
S0011-52582014000100005	1	,Universidade Federal de Goiás Faculdade de Administração, Economia e Contabilidade 	Goiânia 	Brasil
S0011-52582014000100005	2	,Universidade de São Paulo Faculdade de Economia, Administração e Contabilidade 	São Paulo 	Brasil
S0011-52582014000100006	1	,Universidade de Coimbra Faculdade de Economia 	 	Portugal
S0011-52582014000100007	1	,Universidade do Estado do Rio de Janeiro Instituto de Estudos Sociais e Políticos 	Rio de Janeiro 	Brasil
S0011-52582014000100008	1	,Universidade Federal Rural do Rio de Janeiro  	Rio de Janeiro 	Brasil
S0011-52582014000200001	1	,Universidade Federal do Rio de Janeiro  	Rio de Janeiro RJ	Brasil
S0011-52582014000200002	1	,Universidade Federal de Lavras  	Lavras Minas Gerais	Brasil
S0011-52582014000200003	1	,Universidade de Brasília Departamento de Ciência Política 	Brasília Distrito Federal	Brasil
S0011-52582014000200003	2	,Universidade Federal da Paraíba  	João Pessoa Paraíba	Brasil
S0011-52582014000200003	3	,Universidade de Campinas  	Campinas São Paulo	Brasil
S0011-52582014000200004	1	,Universidade Federal do Rio de Janeiro Departamento de Ciência Política 	Rio de Janeiro RJ	Brasil
S0011-52582014000200005	1	,Universidade de Brasília  	Brasília DF	Brasil
S0011-52582014000200005	2	,Universidade Federal de Minas Gerais  	Belo Horizonte MG	Brasil
S0011-52582014000200007	1	,Universidade Federal de Minas Gerais  	Belo Horizonte Minas Gerais	Brasil
S0011-52582014000200008	1	,Universidade Estadual Paulista  	São Paulo SP	Brasil
S0011-52582014000200008	2	,Universidade Federal de Uberlândia  	Uberlândia MG	Brasil
S0011-52582014000200009	1	,Universidad del Desarrollo Facultad de Gobierno curso de Ciência Política e Políticas Públicas	Santiago 	Chile
S0011-52582014000300601	1	,Universidade Federal do Rio de Janeiro  	Rio de Janeiro 	Brasil
S0011-52582014000300601	2	,Fundação Joaquim Nabuco  	Recife Pernambuco	Brasil
S0011-52582014000300633	1	,Universidade de Brasília Programa de Pós-Graduação em Sociologia Departamento de Sociologia	Brasília Distrito Federal	Brasil
S0011-52582014000300675	1	,Universidade de São Paulo Centro de Estudos da Metrópole Departamento de Ciência Política	São Paulo SP	Brasil
S0011-52582014000300711	1	,Escola Universitária e das Artes de Coimbra  	Coimbra 	Portugal
S0011-52582014000300711	2	,Universidade de Santiago de Compostela  	Lugo 	Espanha
S0011-52582014000300711	3	,Universidade de Santiago de Compostela  	Lugo 	Espanha
S0011-52582014000300711	4	,Universidade Federal de Viçosa  	Viçosa Minas Gerais	Brasil
S0011-52582014000300745	1	,Universidade Federal de Pelotas  	Pelotas Rio Grande do Sul	Brasil
S0011-52582014000300773	1	,Universidad de Salamanca Instituto de Iberoamérica 	Salamanca 	Espanha
S0011-52582014000300817	1	,Universidade de São Paulo  	São Paulo SP	Brasil
S0011-52582014000300817	2	,New York University  	New York 	Estados Unidos
S0011-52582014000300855	1	,Instituto de Pesquisa Econômica Aplicada  	Brasília DF	Brasil
S0011-52582014000400919	1	,Universidade de São Paulo  	São Paulo SP	Brasil
S0011-52582014000400935	1	,Universidade de Coimbra  	Coimbra 	Portugal
S0011-52582014000400969	1	,Universidade Federal de São Paulo  	São Paulo SP	Brasil
S0011-52582014000401007	1	,Universidade Federal do Rio de Janeiro Instituto de Filosofia e Ciências Sociais 	Rio de Janeiro RJ	Brasil
S0011-52582014000401007	2	,Universidade de Brasília  	Brasília DF	Brasil
S0011-52582014000401007	3	,John Howard Society  	Kingston Ontário	Canadá
S0011-52582014000401043	1	,Universidade Federal de Minas Gerais  	Belo Horizonte MG	Brasil
S0011-52582014000401109	1	,Universidade Federal de Pelotas  	Pelotas Rio Grande do Sul	Brasil
S0011-52582014000401137	1	,Universidade de Brasília Instituto de Ciência Política 	Brasília DF	Brasil
S0011-52582014000401169	1	,Universidade Federal Fluminense  	Angra dos Reis RJ	Brasil
S0011-52582015000100007	1	,Universidade de Brasília  	Brasília DF	Brasil
S0011-52582015000100007	2	,Instituto de Pesquisa Econômica Aplicada  	Brasília DF	Brasil
S0011-52582015000100007	3	,Secretaria da Receita Federal  	Brasília DF	Brasil
S0011-52582015000100037	1	,Universidade do Estado do Rio de Janeiro  	Rio de Janeiro RJ	Brasil
S0011-52582015000100079	1	,Universidade Federal de Juiz de Fora  	Juiz de Fora MG	Brasil
S0011-52582015000100111	1	,Pontifícia Universidade Católica do Rio Grande do Sul  	Porto Alegre Rio Grande do Sul	Brasil
S0011-52582015000100187	1	,Universidade Federal do Rio de Janeiro  	Rio de Janeiro RJ	Brasil
S0011-52582015000100223	1	,Universitat Autònoma de Barcelona  	Barcelona 	Espanha
S0011-52582015000100223	2	,Universitat Autònoma de Barcelona  	Barcelona 	Espanha
S0011-52582015000100257	1	,Universidade Federal de Rondônia  	Porto Velho RO	Brasil
S0011-52582015000200305	1	,Universidade Federal do Paraná  	Curitiba PR	BR
S0011-52582015000200331	1	,Universidade Federal do Maranhão  	São Luís MA	BR
S0011-52582015000200331	2	,Universidade Federal do Maranhão  	São Luís MA	BR
S0011-52582015000200371	1	,Universidade de São Paulo  	São Paulo SP	BR
S0011-52582015000200401	1	,Universidade de São Paulo  	São Paulo SP	BR
S0011-52582015000200427	1	,Fundação Getulio Vargas Escola Brasileira de Administração Pública 	Rio de Janeiro RJ	BR
S0011-52582015000200461	1	,Universidade Federal Rural do Rio de Janeiro  	Rio de Janeiro RJ	BR
S0011-52582015000200499	1	,Universidad Nacional del Litoral  	Santa Fé 	AR
S0011-52582015000200499	2	,Universidad Nacional del Litoral  	Santa Fé 	AR
S0011-52582015000200537	1	,Universidade Federal do Rio Grande do Sul  	Porto Alegre RS	BR
S0011-52582015000300581	1	,Universidade Federal Fluminense  	Niterói RJ	Brasil
S0011-52582015000300581	2	,Universidade Federal do Rio de Janeiro  	Rio de Janeiro RJ	Brasil
S0011-52582015000300617	1	,Fundação João Pinheiro Escola de Governo 	Belo Horizonte MG	Brasil
S0011-52582015000300651	1	,Universidade de Brasília Instituto de Ciência Política 	Brasília DF	Brasil
S0011-52582015000300689	1	,Universidade do Estado do Rio de Janeiro  	Rio de Janeiro RJ	Brasil
S0011-52582015000300721	1	,Universidade de Brasília Instituto de Ciência Política 	Brasília DF	Brasil
S0011-52582015000300749	1	,Universidade Estadual de Campinas  	Campinas SP	Brasil
S0011-52582015000300791	1	,Universidade Federal do Paraná  	Curitiba PR	Brasil
S0011-52582015000300825	1	,Universidade do Porto  	Porto 	Portugal
S0011-52582015000400873	1	,UERJ IESP 	Rio de Janeiro RJ	Brasil
S0011-52582015000400913	1	,UFRJ  	Rio de Janeiro RJ	Brasil
S0011-52582015000400951	1	,UFRGS  	Porto Alegre RS	Brasil
S0011-52582015000400951	2	,UFG  	Catalão GO	Brasil
S0011-52582015000400981	1	,Consejo Nacional de Investigaciones Científicas y Técnicas  	Buenos Aires 	Argentina
S0011-52582015000401017	1	,USP  	São Paulo 	Brasil
S0011-52582015000401057	1	,Universidade do Estado do Rio de Janeiro Instituto de Estudos Sociais e Políticos 	Rio de Janeiro RJ	Brasil
S0011-52582015000401099	1	,Instituto Universitário de Lisboa Centro de Investigação e Estudos de Sociologia 	Lisboa 	Portugal
S0011-52582015000401131	1	,Instituto Rio Branco  	Brasília DF	Brasil
S0011-52582016000100011	1	,Universidade de Brasília  	Brasília DF	Brasil
S0011-52582016000100053	1	,Universidade de São Paulo  	São Paulo SP	Brasil
S0011-52582016000100053	2	,Universidade Federal do Paraná  	Curitiba PR	Brasil
S0011-52582016000100091	1	,Universidade de São Paulo  	São Paulo SP	Brasil
S0011-52582016000100139	1	,Universidade de Brasília  	Brasília DF	Brasil
S0011-52582016000100171	1	,Universidad de Buenos Aires  	Buenos Aires 	Argentina
S0011-52582016000100203	1	,Universidade do Estado do Rio de Janeiro Instituto de Estudos Sociais e Políticos 	Rio de Janeiro RJ	Brasil
S0011-52582016000100233	1	,Fundação Getulio Vargas  	São Paulo SP	Brasil
S0011-52582016000100271	1	,Universidade Federal do Espírito Santo  	Vitória ES	Brasil
S0011-52582016000200323	1	,Universidade do Estado do Rio de Janeiro  	Rio de Janeiro RJ	Brasil
S0011-52582016000200323	2	,Universidade Federal Fluminense  	Niterói RJ	Brasil
S0011-52582016000200357	1	,Universidade de Brasília  	Brasília DF	Brasil
S0011-52582016000200385	1	,Universidade de São Paulo  	São Paulo SP	Brasil
S0011-52582016000200427	1	,Naval Postgraduate School National Security Affairs Department 	Monterey CA	USA
S0011-52582016000200449	1	,Universidade de Aveiro  	Aveiro 	Portugal
S0011-52582016000200481	1	,Universidade Federal de Pelotas  	Pelotas RS	Brasil
S0011-52582016000200517	1	,Universidade Federal de Santa Maria  	Santa Maria RS	Brasil
S0011-52582016000200553	1	,Universidade de Santa Cruz do Sul  	Santa Cruz do Sul RS	Brasil
S0011-52582016000300609	1	,Unversidade de São Paulo  	São Paulo SP	Brasil
S0011-52582016000300609	2	,Universidade Federal da Paraíba  	João Pessoa PB	Brasil
S0011-52582016000300651	1	,Universidade Federal do Estado do Rio de Janeiro  	Rio de Janeiro RJ	Brasil
S0011-52582016000300683	1	,Universidad Adolfo Ibáñez  	Santiago 	Chile
S0011-52582016000300683	2	,Universidade Federal de Pernambuco  	Recife PE	Brasil
S0011-52582016000300683	3	,Universidad Diego Portales  	Santiago 	Chile
S0011-52582016000300719	1	,Universidade de Brasília  	Brasília D.F.	Brasil
S0011-52582016000300755	1	,Universitat Oberta de Catalunya  	Barcelona 	Espanha
S0011-52582016000300789	1	,Universidade Federal de Santa Catarina  	Florianópolis SC	Brasil
S0011-52582016000300789	2	,Universidade Estadual de Maringá  	Maringá PR	Brasil
S0011-52582016000300823	1	,Universidade Federal de Minas Gerais  	Belo Horizonte MG	Brasil
S0011-52582016000300823	2	,Secretaria da Saúde do Estado de Minas Gerais  	Belo Horizonte MG	Brasil
S0011-52582016000300867	1	,Universidade Federal do ABC  	Santo André SP	Brasil
S0011-52582016000300867	2	,Danish Institute of Local Governmental Research  	Copenhagen 	Dinamarca
S0011-52582016000300903	1	,Universidade do Estado do Rio de Janeiro  	Rio de Janeiro RJ	Brasil
S0011-52582016000300903	2	,Universidade Federal do Rio de Janeiro  	Rio de Janeiro RJ	Brasil
S0011-52582016000400963	1	,Universidade Federal do Rio Grande do Sul  	Porto Alegre RS	Brasil
S0011-52582016000400995	1	,Universidade Federal de Minas Gerais  	Belo Horizonte MG	Brasil.
S0011-52582016000401055	1	,Fundação Getulio Vargas  	São Paulo SP	Brasil
S0011-52582016000401091	1	,Fundação Getulio Vargas  	São Paulo SP	Brasil
S0011-52582016000401091	2	,Universidade de São Paulo  	São Paulo SP	Brasil
S0011-52582016000401127	1	,Universidade do Estado do Rio de Janeiro  	Rio de Janeiro RJ	Brasil
S0011-52582016000401169	1	,Universidade Federal de Juiz de Fora  	Juiz de Fora MG	Brasil
S0011-52582016000401207	1	,Universidade de Trás-os-Montes e Alto Douro  	 	Portugal
S0011-52582016000401241	1	,Universidade do Estado do Rio de Janeiro  	Rio de Janeiro RJ	Brasil
S0034-71402002000100003	1	,University of California Department of Economics 	Riverside 	USA
S0034-71402006000200004	1	,Catholic University of Brasília Department of Economics 	Brasília DF	Brazil
S0034-71402006000200004	2	,Getulio Vargas Foundation School of Economics 	Rio de Janeiro RJ	Brazil
S0034-71402006000200005	1	,University of Las Palmas de Gran Canaria Department of Financial Economics and Accounting 	 	Spain
S0034-71402006000200006	1	,Banco Central do Brasil Departamento de Operacão das Reservas Internacionais 	Brasília DF	Brasil
S0034-71402006000200006	2	,Banco Central do Brasil Departamento de Estudos e Pesquisas 	Brasília DF	Brasil
S0034-71402006000200006	3	,Universidade Católica de Brasília Programa de Pós-Graduação em Economia 	Brasília DF	Brasil
S0034-71402007000100003	1	,Universidade de Brasília Departamento de Economia 	Brasília DF	Brasil
S0034-71402007000100003	2	,Universidade de Brasília Departamento de Economia 	Brasília DF	Brasil
S0034-71402007000200005	1	,Universidade Federal de Viçosa Departamento de Administração 	Viçosa MG	Brasil
S0034-71402007000200005	2	,Universidade Federal de Viçosa Departamento de Economia Rural 	Viçosa MG	Brasil
S0034-71402007000300005	1	,Department of Economics University of São Paulo  	 	Brazil
S0034-71402007000300005	2	,São Paulo School of Economics Getúlio Vargas Foundation  	 	Brazil
S0034-71402008000300003	1	,Instituto de Pesquisa Econômica Aplicada  	Brasília DF	Brazil
S0034-71402008000400004	1	,FGV EAESP 	São Paulo SP	Brasil
S0034-71402008000400005	1	,Pontifícia Universidade Católica Departamento de Economia 	Rio de Janeiro RJ	Brasil
S0034-71402009000100001	1	,Basque Centre for Climate Change Gran  	Bilbao 	Spain
S0034-71402009000100001	2	,University of Bath  	Bath 	UK
S0034-71402009000100001	3	,University of Bath  	Bath 	UK
S0034-71402009000100003	1	,University of São Paulo ESALQ Center for Advanced Studies on Applied Economics	Piracicaba SP	Brazil
S0034-71402009000100003	2	,University of São Paulo ESALQ Center for Advanced Studies on Applied Economics	Piracicaba SP	Brazil
S0034-71402009000100003	3	,University of São Paulo ESALQ Center for Advanced Studies on Applied Economics	Piracicaba SP	Brazil
S0034-71402009000100005	1	,Catholic University of Brasilia  	Brasilia DF	Brazil
S0034-71402009000400002	1	,Banco de Portugal  	Lisbon 	Portugal
S0034-71402009000400002	2	,Universidade Técnica de Lisboa  	Lisbon 	Portugal
S0034-71402009000400002	3	,Universidade Federal do Ceará  	Fortaleza 	Brazil
S0034-71402010000100005	1	,Pontifícia Universidade Católica do Rio Grande do Sul  	Porto Alegre Rio Grande do Sul	Brasil
S0034-71402010000100005	2	,University of Illinois at Urbana-Champaign,  	Urbana Illinois	USA
S0034-71402010000100006	1	,Fundação Getulio Vargas Escola de Pós-Graduação em Economia 	Rio de Janeiro 	Brasil
S0034-71402010000200008	1	,Fundação Getúlio Vargas  	Rio de Janeiro RJ	Brazil
S0034-71402010000200008	2	,Fundação Getúlio Vargas  	Rio de Janeiro RJ	Brazil
S0034-71402010000300003	1	,Insper Instituto de Ensino e Pesquisa  	São Paulo SP	Brasil
S0034-71402010000300005	1	,Catholic University of Brasilia Thesis Consultoria Empresarial 	Brasilia DF	Brazil
S0034-71402010000300005	2	,Catholic University of Brasilia  	Brasilia DF	Brazil
S0034-71402011000100004	1	,Princeton University, Department of Economics 	Princeton NJ	USA
S0034-71402011000100004	2	,IIPontifícia Universidade Católica do Rio de Janeiro Centro de Ciências Sociais Departamento de Economia	Rio de Janeiro RJ	Brasil
S0034-71402012000100003	1	,Agência Nacional do Cinema  	 	Brazil
S0034-71402012000200005	1	,Catholic University of Brasilia School of Economics 	Brasília DF	Brazil
S0034-71402012000200005	2	,National Confederation of Industry  	 	Brazil
S0034-71402012000200005	3	,Catholic University of Brasilia School of Economics 	 	Brazil
S0034-71402012000300002	1	,Banco Central do Brasil Departamento de Estudos e Pesquisas 	Brasília DF	Brasil
S0034-71402012000400002	1	,UFC CAEN Graduate Program in Economics	 	Brazil
S0034-71402012000400002	2	,UFC CAEN Graduate Program	 	Brazil
S0034-71402012000400002	3	,Barcelona Graduate School of Economics  	 	Spain
S0034-71402014000100006	1	,Universidade Federal do Rio Grande do Sul Escola de Administração 	Porto Alegre RS	Brasil
S0034-71402014000100006	2	,Universidade Federal do Rio Grande do Sul Escola de Administração 	Porto Alegre RS	Brasil
S0034-71402014000100006	3	,Fundação Getulio Vargas Escola de Administração de Empresas de São Paulo 	São Paulo SP	Brasil
S0034-71402014000400481	1	,Universidade Federal da Paraíba  	 	Brasil
S0034-71402014000400481	2	,Universidade Federal da Paraíba  	 	Brasil
S0034-71402014000400481	3	,Universidade Federal da Paraíba  	 	Brasil
S0034-71402014000400481	4	,Universidade Federal da Paraíba  	 	Brasil
S0034-71402014000400497	1	,Universidade Federal Fluminense Departamento de Economia 	Niterói Rio de Janeiro	Brasil
S0034-71402014000400497	2	,Universidade Federal Fluminense Departamento de Economia 	Niterói Rio de Janeiro	Brasil
S0034-71402014000400517	1	,Universidade Federal de Pernambuco Departamento de Economia 	Recife PE	Brasil
S0034-71402014000400517	2	,Universidade Federal de Pernambuco Departamento de Economia 	Recife PE	Brasil
S0034-71402014000400517	3	,Universidade Federal de Pernambuco Departamento de Estatística 	Recife PE	Brasil
S0034-71402015000100003	1	,Universidade Federal do Ceará  	 	Brazil
S0034-71402015000100003	2	,Universidade Federal do Ceará  	 	Brazil
S0034-71402015000100017	1	,Faculdades Alfa  	Brasília DF	Brasil
S0034-71402015000100017	2	,Banco Central do Brasil  	 	Brasil
S0034-71402015000100017	3	,Universidade Estadual de Campinas Departamento de Economia 	 	Brasil
S0034-71402015000100053	1	,Universidade Federal do Rio Grande do Sul Programa de Pós-Graduação em Economia 	 	Brasil
S0034-71402015000100053	2	,Universidade Federal de Pelotas Departamento de Economia 	 	Brasil
S0034-71402015000100053	3	,Universidade Federal de Pelotas Departamento de Economia 	 	Brasil
S0034-71402015000100053	4	,Universidade Federal de Pelotas Departamento de Economia 	 	Brasil
S0034-71402015000100075	1	,Universidade Federal de Santa Catarina Departamento de Economia 	Florianopolis SC	Brasil
S0034-71402015000100105	1	,Federal University of Minas Gerais Department of Economics 	Belo Horizonte MG	Brasil
S0034-71402015000100105	2	,Federal University of Minas Gerais Department of Demography 	Belo Horizonte MG	Brasil
S0034-71402015000100125	1	,Instituto de Pesquisa Econômica Aplicada  	Rio de Janeiro RJ	Brasil
S0034-71402015000200147	1	,University of São Paulo Department of Economics 	São Paulo São Paulo	Brazil
S0034-71402015000200147	2	,University of São Paulo Department of Economics 	 	Brazil
S0034-71402015000200147	3	,University of São Paulo Department of Economics 	 	Brazil
S0034-71402015000200147	4	,UC Berkeley Haas School of Business 	 	United States
S0034-71402015000200163	1	,Fucape Business School  	Vitória ES	Brazil
S0034-71402015000200163	2	,Fucape Business School  	Vitória ES	Brazil
S0034-71402015000200163	3	,Fucape Business School  	Vitória ES	Brazil
S0034-71402015000200187	1	,Fundação Getúlio Vargas  	Rio de Janeiro RJ	Brasil
S0034-71402015000200187	2	,Fundação Getúlio Vargas  	 	Brasil
S0034-71402015000200213	1	,Fundação Getulio Vargas Escola de Administração de Empresas de São Paulo 	 	Brasil
S0034-71402015000200213	2	,Universidade de São Paulo Faculdade de Economia, Administração e Contabilidade de Ribeirão Preto 	 	Brasil
S0034-71402015000200213	3	,Universidade de São Paulo Faculdade de Economia, Administração e Contabilidade de Ribeirão Preto 	 	Brasil
S0034-71402015000200251	1	,Federal University of Santa Catarina Department of Economics and International Relations 	Florianópolis SC	Brasil
S0034-71402015000200251	2	,University of São Paulo Department of Economics 	São Paulo SP	Brazil
S0034-71402015000200263	1	,Banco Central do Brasil  	 	Brasil
S0034-71402015000200263	2	,Banco Central do Brasil  	 	Brasil
S0034-71402015000300287	1	,Fundação Getúlio Vargas Escola de Economia de São Paulo 	São Paulo SP	BR
S0034-71402015000300287	2	,Fundação Getúlio Vargas Escola de Economia de São Paulo 	 	BR
S0034-71402015000300303	1	,UFPel Programa de Pós-Graduação em Organizações e Mercados 	 	BR
S0034-71402015000300303	2	,Universidade Federal de Pelotas Departamento de Economia 	 	BR
S0034-71402015000300331	1	,Universidade de São Paulo Departamento de Economia 	São Paulo SP	BR
S0034-71402015000300355	1	,Universidade Federal do Rio Grande do Sul Faculdade de Ciências Econômicas 	Porto Alegre RS	BR
S0034-71402015000300373	1	,Universidade Católica de Brasília  	Brasília DF	BR
S0034-71402015000300373	2	,Universidade Católica de Brasília  	Brasília DF	BR
S0034-71402015000300389	1	,Universidade Federal do Rio Grande do Sul Programa de Pós-Graduação em Economia 	 	BR
S0034-71402015000300389	2	,UNISINOS  	 	BR
S0034-71402015000300389	3	,UNISINOS PPGE 	 	BR
S0034-71402015000300389	4	,UFRGS PPGE 	 	BR
S0034-71402015000400407	1	,Universidade Federal do Rio Grande do Sul Departamento de Economia 	 	Brazil
S0034-71402015000400407	2	,Universidade Federal de Santa Catarina Departamento de Economia 	 	Brazil
S0034-71402015000400407	3	,Universidade Federal de Santa Catarina Departamento de Economia 	Florianopolis SC	Brazil
S0034-71402015000400429	1	,Universidade de São Paulo  Departamento de Economia	 	Brazil
S0034-71402015000400429	2	,Warwick Business School  	 	United Kingdom
S0034-71402015000400451	1	,Universidade Federal do Paraná  	Curitiba PR	Brasil
S0034-71402015000400451	2	,Universidade Federal de São Carlos  	Sorocaba SP	Brasil
S0034-71402015000400467	1	,Fundação Getulio Vargas Instituto Brasileiro de Economia 	Rio de Janeiro RJ	Brazil
S0034-71402015000400489	1	,Agência Nacional de Telecomunicações  	 	Brazil
S0034-71402015000400489	2	,Universidade Católica de Brasília Escola de Graduação em Economia 	Brasília DF	Brazil
S0034-71402015000400503	1	,Universidade Federal de Viçosa Departamento de Economia Rural 	Viçosa MG	Brazil
S0034-71402016000100003	1	,USP FEA Departamento de Contabilidade e Atuária	São Paulo SP	Brazil
S0034-71402016000100031	1	,FGV Escola Brasileira de Administração Publica e de Empresas 	 	Brazil
S0034-71402016000100041	1	,Fundação Getúlio Vargas Escola Brasileira de Economia e Finanças 	Rio de Janeiro RJ	Brazil
S0034-71402016000100041	2	,Itaú-Unibanco Holding SA  	 	Brazil
S0034-71402016000100061	1	,Universidade Federal Rural de Pernambuco Programa de Pós-Graduação em Administração e Desenvolvimento Rural 	 	Brazil
S0034-71402016000100061	2	,Universidade Federal de Pernambuco Programa de Pós-Graduação em Economia 	 	Brazil
S0034-71402016000100071	1	,Ministério do Desenvolvimento, Indústria e Comércio Exterior  	 	Brazil
S0034-71402016000100071	2	,UFC CAEN LECO	 	Brazil
S0034-71402016000100099	1	,Universidade Federal de Minas Gerais Faculdade de Ciências Econômicas 	Belo Horizonte MG	Brazil
S0034-71402016000100099	2	,Universidade Federal de Minas Gerais Centro de Desenvolvimento e Planejamento Regional 	Belo Horizonte MG	Brazil
S0034-71402016000100099	3	,Universidade Federal de Minas Gerais Centro de Desenvolvimento e Planejamento Regional 	 	Brazil
S0034-71402016000200129	1	,Universidade Federal da Paraíba CCSA Departamento de Economia	João Pessoa PB	Brazil
S0034-71402016000200129	2	,Universidade Federal da Paraíba CCSA Departamento de Economia	João Pessoa PB	Brazil
S0034-71402016000200171	1	,Universidade de Brasília Faculdade de Economia, Administração e Contabilidade 	Brasília DF	Brazil
S0034-71402016000200183	1	,Universidade de São Paulo  	 	Brazil
S0034-71402016000200183	2	,Instituto de Pesquisa Econômica Aplicada  	 	Brazil
S0034-71402016000200203	1	,Universidade de São Paulo Faculdade de Economia Administração e Contabilidade de Ribeirão Preto 	 	Brazil
S0034-71402016000200203	2	,Fundação Lemann  	 	Brazil
S0034-71402016000200203	3	,Universidade de São Paulo Faculdade de Economia Administração e Contabilidade de Ribeirão Preto 	Ribeirao Preto SP	Brazil
S0034-71402016000200221	1	,Universidade Federal Fluminense Departamento de Economia 	Rio de Janeiro RJ	Brazil
S0034-71402016000200221	2	,Universidade Federal Fluminense Departamento de Economia 	Rio de Janeiro RJ	Brazil
S0034-71402016000200245	1	,Tribunal de Justiça do Estado do Paraná  	 	Brazil
S0034-71402016000200245	2	,Universidade de São Paulo Escola Superior de Agricultura "Luiz de Queiroz" 	Piracicaba SP	Brazil
S0034-71402016000300271	1	,Universidade de São Paulo Faculdade de Economia Administração e Contabilidade de Ribeirão Preto 	Ribeirão Preto SP	Brazil
S0034-71402016000300271	2	,Universidade de São Paulo Faculdade de Economia Administração e Contabilidade de Ribeirão Preto 	 	Brazil
