scielo_id	seq	instituicao	localidade	pais
S0101-31732016000300023	1	,Pontificia Universidad Católica de Chile Instituto de Filosofía 	 	Chile
S0101-31732016000300039	1	,Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte  	 	Brazil
S0101-31732016000300059	1	,Universidade de Brasília Departamento de Filosofia 	 	Brazil
S0101-31732016000300087	1	,Universidade Federal Fluminense Programa de Pós-Graduação em Filosofia Departamento de Filosofia	Niterói RJ	Brazil
S0101-31732016000300101	1	,UFES programa de Pós-Graduação em Filosofia 	 	Brazil
S0101-31732016000300121	1	,Universidade Federal Fluminense Faculdade de Economia 	 	Brazil
S0101-31732016000300149	1	,Universidade Estadual do Paraná  	 	Brazil
S0101-31732016000300177	1	,Facultad de Educación Campus "Duques de Soria" 	Soria 	España
S0101-31732016000300177	2	,Universidad de Valladolid Dpto. Sociología y Trabajo Social 	 	Spain
S0101-31732016000300177	3	,Universidad de Valladolid Dpto. Sociología y Trabajo Social 	 	Spain
S0101-31732016000300191	1	,Universidad de Valencia Departamento de Filosofía del Derecho, Moral y Política 	Valencia 	Spain
S0101-31732016000400009	1	,UNICAMP  	 	Brazil
S0101-31732016000400033	1	,USP FFLCH 	 	Brazil
S0101-31732016000400059	1	,Université Paris Ouest Nanterre La Défense  	 	France
S0101-31732016000400085	1	,Universidade de Santiago de Compostela Departamento de Filosofía e Antropoloxia Social 	 	Spain
S0101-31732016000400107	1	,UFSCar Departamento de Filosofia e Metodologia das Ciências 	 	Brazil
S0101-31732016000400127	1	,Universidad Adolfo Ibáñez Escuela de Gobierno Centro de Investigación en Teoría Social y Política	 	Chile
S0101-31732016000400153	1	,Consejo Nacional de Investigaciones Científicas y Técnicas  	 	Argentina
S0101-31732016000400173	1	,Universidade Estadual de Campinas Instituto de Filosofia e Ciências Humanas 	 	Brasil
S0101-31732016000400197	1	,Universidad Nacional de Córdoba  	 	Argentina
S0101-31732016000400219	1	,Universidade Nova de Lisboa  	 	Portugal
S0101-31732016000500009	1	,USP Escola de Comunicações e Artes Departamento de Música	 	Brasil
S0101-31732016000500023	1	,Universidade Federal da Bahia Departamento de Filosofia Programa de Pós-Graduação em Filosofia	 	Brazil
S0101-31732016000500037	1	,UNICAMP Instituto de Artes 	 	Brasil
S0101-31732016000500053	1	,UNIFESP Departamento de Filosofia 	 	Brazil
S0101-31732016000500075	1	,Escola de Comunicações e Artes Departamento de Música 	 	Brazil
S0101-31732016000500093	1	,Faculdade Nazarena do Brasil curso de Licenciatura em Música 	 	Brazil
S0101-31732016000500111	1	,Universidade Federal de Minas Gerais Departamento de Filosofia 	 	Brazil
S0101-31732016000500133	1	,Universidade Christian Albrecht de Kiel Instituto de Letras Românicas 	 	Germany
S0101-31732016000500155	1	,UNESP Programa de Pós-Graduação em Educação Departamento de Filosofi	 	Brazil
S0101-31732016000500155	2	,aff3  	 	Brazil
S0101-31732016000500173	1	,Universidade Federal de Santa Catarina Departamento de Filosofia 	 	Brazil
S0102-01882001000300007	1	,Minot State University  	 North Dakota	U.S.A
S0102-01882004000200015	1	,Universidade Federal do Paraná  	 	França
S0102-01882007000200003	1	,Universidade Federal de Santa Catarina CFH Departamento de História	Florianópolis SC	Brasil
S0102-01882007000200004	1	,Programa de Estudos Pós-Graduados em Política Social  	Niterói RJ	Brasil
S0102-01882007000200007	1	,Universidade Federal do Rio Grande do Sul Instituto de Filosofia e Ciências Humanas Programa de Pós-Graduação em História	Porto Alegre RS	Brasil
S0102-01882007000200009	1	,PUC Minas Programa de Pós-Graduação em Ciências Sociais 	Belo Horizonte MG	Brasil
S0102-01882007000200009	2	,University of Cambridge  	 	UK
S0102-01882007000200010	1	,Unesp Departamento de História 	Assis SP	Brasil
S0102-01882007000200011	1	,Pontifícia Universidade Católica de São Paulo  	São Paulo SP	Brasil
S0102-01882007000200013	1	,Universidade Federal de Minas Gerais Faculdade de Filosofia e Ciências Humanas Programa de Pós-Graduação em História	Belo Horizonte MG	Brasil
S0102-01882007000200014	1	,Universidade Estadual de Ponta Grossa Departamento de História 	Ponta Grossa PR	Brasil
S0102-01882007000200015	1	,Universidade Federal Fluminense  	Niterói RJ	Brasil
S0102-01882007000200015	2	,Universidade Federal de Santa Catarina Centro de Filosofia e Ciências Humanas Departamento de História	Florianópolis SC	Brasil
S0102-01882008000100002	1	,Universidade Federal do Ceará Depto. de História 	Fortaleza CE	Brasil
S0102-01882008000100004	1	,Universidade Federal do Paraná  	Curitiba PR	Brasil
S0102-01882008000100005	1	,USP FFLCH 	Cajamar SP	Brasil
S0102-01882008000100006	1	,Universidade Federal de São João del-Rei  	São João Del-Rei MG	Brasil
S0102-01882008000100007	1	,Instituto de Investigação Científica Tropical Departamento de Ciências Humanas 	Lisboa 	Portugal
S0102-01882008000100008	1	,Universidade de São Paulo  	São Paulo SP	Brasil
S0102-01882008000100009	1	,Universidade Federal do Recôncavo da Bahia  	Cachoeira BA	Brasil
S0102-01882008000100010	1	,Universidade Estadual Paulista  	Franca SP	Brasil
S0102-01882008000100011	1	,Universidade Federal do Rio de Janeiro Instituto de Geociências Departamento de Geografia	Rio de Janeiro RJ	Brasil
S0102-01882008000100014	1	,Universidade de Brasília Centro de Desenvolvimento Sustentável 	Brasília DF	Brasil
S0102-01882008000100017	1	,Universidade Estadual de Maringá Depto. de História 	Maringá PR	Brasil
S0102-01882008000200002	1	,Boston University  	Boston MA	USA
S0102-01882008000200003	1	,Faculdade Metropolitana de Caieiras  	Caieiras SP	Brasil
S0102-01882008000200004	1	,Universidade de São Paulo  	São Paulo SP	Brasil
S0102-01882008000200005	1	,Consejo Superior de Investigaciones Científicas Centro de Ciencias Humanas y Sociales Instituto de Historia	Madrid 	España
S0102-01882008000200006	1	,Universidade Nove de Julho  	São Paulo SP	Brasil
S0102-01882008000200007	1	,Fiocruz Casa de Oswaldo Cruz 	Rio de Janeiro RJ	Brasil
S0102-01882008000200008	1	,Universidade Estadual de Ponta Grossa Departamento de História 	Curitiba PR	Brasil
S0102-01882008000200009	1	,Centro Administrativo do Estado Fapern 	Natal RN	Brasil
S0102-01882008000200010	1	,Universidade Estadual de Londrina Depto. de História 	Londrina PR	Brasil
S0102-01882008000200012	1	,Universidade Estadual do Centro-Oeste Centro de Ciências Humanas, Letras e Artes 	Guarapuava PR	Brasil
S0102-01882008000200014	1	,Universidade Federal do Rio de Janeiro Depto. de História 	Rio de Janeiro RJ	Brasil
S0102-01882009000100004	1	,British Columbia University Dept. of History 	 	Canada
S0102-01882009000100005	1	,USP FFLCH Departamento de História	São Paulo SP	Brasil
S0102-01882009000100008	1	,USP FFLCH 	São Paulo SP	Brasil
S0102-01882009000100014	1	,Universidade Estadual de Ponta Grossa  	Ponta Grossa PR	Brasil
S0102-01882009000200002	1	,Pontifícia Universidade Católica do Rio Grande do Sul Pós-Graduação em História Departamento de História	Porto Alegre RS	Brasil
S0102-01882009000200007	1	,UFMG Fafich Centro de Estudos Mineiros	Belo Horizonte MG	Brasil
S0102-01882009000200007	2	,Stanford University Department of History 	Stanford CA	USA
S0102-01882009000200008	1	,Universidade Estadual do Oeste do Paraná Centro de Ciências Humanas Educação e Letras 	Marechal Cândido Rondon PR	Brasil
S0102-01882009000200009	1	,Instituto Agronômico do Paraná Polo Regional de Ponta Grossa 	Ponta Grossa PR	Brasil
S0102-01882010000100002	1	,Universidade Federal Rural do Rio de Janeiro Departamento de História 	Seropédica RJ	Brasil
S0102-01882010000100003	1	,Universidade Federal Rural do Rio de Janeiro Departamento de História 	Seropédica RJ	Brasil
S0102-01882010000100004	1	,Universidade Federal Rural do Rio de Janeiro Programa de Pós-Graduação em História 	Seropédica RJ	Brasil
S0102-01882010000100005	1	,University of Virginia Corcoran Department of History 	Randall Hall Charlottesville	USA
S0102-01882010000100006	1	,Universidade de Brasília Departamento de História 	Brasília DF	Brasil
S0102-01882010000100007	1	,Universidade Federal de Minas Gerais Faculdade de Educação Departamento de Ciências Aplicadas à Educação	Belo Horizonte MG	Brasil
S0102-01882010000100007	2	,Universidade Federal de Minas Gerais Faculdade de Educação Departamento de Ciências Aplicadas à Educação	Belo Horizonte MG	Brasil
S0102-01882010000100008	1	,Universidade Federal do Rio de Janeiro Instituto de Filosofia e Ciências 	Rio de Janeiro RJ	Brasil
S0102-01882010000100009	1	,Universidade de Lisboa Instituto de Ciências Sociais 	Lisboa 	Portugal
S0102-01882010000100010	1	,Universidade Estadual de Santa Cruz Departamento de Filosofia e Ciências Humanas 	Ilhéus BA	Brasil
S0102-01882010000100011	1	,Universidade Estadual Paulista Depto. de História 	Franca SP	Brasil
S0102-01882010000100012	1	,Universidade Federal de Minas Gerais Departamento de História 	Belo Horizonte MG	Brasil
S0102-01882010000200002	1	,Universidade de São Paulo FFLCH Departamento de História	São Paulo SP	Brasil
S0102-01882010000200002	2	,Universidade Federal de Uberlândia Instituto de História 	Uberlândia MG	Brasil
S0102-01882010000200003	1	,Universidade Estadual do Rio Grande do Norte Departamento de História 	Mossoró RN	Brasil
S0102-01882010000200006	1	,Universidade de São Paulo FFLCH Departamento de História	São Paulo SP	Brasil
S0102-01882010000200007	1	,Universidade Estadual do Rio de Janeiro Faculdade de Formação de Professores 	São Gonçalo RJ	Brasil
S0102-01882010000200008	1	,Universidade Federal Rural de Pernambuco  	Recife PE	Brasil
S0102-01882010000200009	1	,Universidade Federal de Uberlândia Departamento de História 	Uberlândia MG	Brasil
S0102-01882010000200010	1	,Universidade Federal do Rio de Janeiro Departamento de História 	Rio de Janeiro RJ	Brasil
S0102-01882010000200010	2	,Federal Rural do Rio de Janeiro  	Seropédica RJ	Brasil
S0102-01882010000200011	1	,Universidade Federal de Goiás Faculdade de História 	Goiânia GO	Brasil
S0102-01882010000200012	1	,Universidad Nacional de Mar del Plata Departamiento de Historia Facultad de Humanidades	Mar del Plata 	Argentina
S0102-01882010000200013	1	,Museu da República Fundação Getúlio Vargas CPDOC	Rio de Janeiro RJ	Brasil
S0102-01882011000100002	1	,University of Calgary Department of History 	Calgary NW	Canadá
S0102-01882011000100003	1	,Universidade de Brasília Instituto de Ciências Humanas 	Brasília DF	Brasil
S0102-01882011000100004	1	,Universidade de Paris  	Saint Denis 	France
S0102-01882011000100005	1	,Universidade Federal de Santa Catarina Departamento de História 	Florianópolis SC	Brasil
S0102-01882011000100006	1	,Universidade Federal de Uberlândia  	Ituiutaba MG	Brasil
S0102-01882011000100008	1	,Universidade Católica de Santos  	Santos SP	Brasil
S0102-01882011000100009	1	,Centre d'Histoire Sociale du XXème Siècle Paris  	São Paulo SP	Brasil
S0102-01882011000100010	1	,UFRJ Instituto de História 	Rio de Janeiro RJ	Brasil
S0102-01882011000100012	1	,Universidade de São Paulo Escola de Comunicação e Artes 	São Paulo SP	Brasil
S0102-01882011000100013	1	,Pontifícia Universidade Católica do Rio de Janeiro Instituto de Relações Internacionais 	Rio de Janeiro RJ	Brasil
S0102-01882011000100014	1	,Unesp Departamento de História 	 SP	Brasil
S0102-01882011000200004	1	,Universidade Federal de Sergipe  	São Cristóvão SE	Brasil
S0102-01882011000200006	1	,Universidade Estadual de Londrina  	Londrina PR	Brasil
S0102-01882011000200007	1	,Universidade Federal do Rio Grande do Norte Departamento de Práticas Educativas e Currículo 	Natal RN	Brasil
S0102-01882011000200008	1	,Universidade Federal do Recôncavo da Bahia  	Cachoeira BA	Brasil
S0102-01882011000200009	1	,Universidade Federal do Rio de Janeiro  	Rio de Janeiro RJ	Brasil
S0102-01882011000200010	1	,Universidade Federal de Santa Catarina Departamento de Metodologia de Ensino 	Florianópolis SC	Brasil
S0102-01882011000200011	1	,Universidade Federal de Santa Catarina Departamento de História 	Florianópolis SC	Brasil
S0102-01882011000200012	1	,Universidade Federal de São João del-Rei  	São João Del-Rei MG	Brasil
S0102-01882011000200014	1	,Universidade Federal de Santa Maria Departamento de Metodologia de Ensino 	Santa Maria RS	Brasil
S0102-01882011000200015	1	,Universidade de São Paulo Escola Politécnica Departamento de Engenharia de Transportes	São Paulo SP	Brasil
S0102-01882011000200015	2	,Universidade Federal de Minas Gerais Departamento de História Faculdade de Filosofia e Ciências Humanas	Belo Horizonte MG	Brasil
S0102-01882012000100002	1	,Universidade Federal Rural do Rio de Janeiro Instituto de Ciências Humanas e Sociais Depto. de História	Seropédica RJ	Brasil
S0102-01882012000100003	1	,Universidade Federal do Maranhão Departamento de História 	Pinheiro MA	Brasil
S0102-01882012000100004	1	,Université Sorbonne IHEAL CREDAL	Paris 	France
S0102-01882012000100006	1	,PUC-Campinas Faculdade de História Centro de Ciências Humanas e Sociais Aplicadas	Campinas SP	Brasil
S0102-01882012000100007	1	,Universidade Estadual do Norte do Paraná  	Jacarezinho PR	Brasil
S0102-01882012000100008	1	,Fundação Getulio Vargas Centro de Pesquisa e Documentação de História Contemporânea do Brasil 	Rio de Janeiro RJ	Brasil
S0102-01882012000100009	1	,Faculté de théologie protestante de Paris  	Paris 	France
S0102-01882012000100010	1	,Universidade Federal do Rio Grande do Sul Instituto de Filosofia e Ciências Humanas Departamento de História	Porto Alegre RS	Brasil
S0102-01882012000100011	1	,Universidade Federal de Minas Gerais Faculdade de Filosofia e Ciências Humanas Departamento de História	Belo Horizonte MG	Brasil
S0102-01882012000100012	1	,Instituto Superior de Contabilidade e Administração do Porto Centro de Estudos Interculturais 	S. Mamede Infesta 	Portugal
S0102-01882012000100013	1	,Universidade Federal do Rio Grande do Sul Departamento de Ciência Política Instituto de Filosofia e Ciências Humanas	Porto Alegre RS	Brasil
S0102-01882012000100014	1	,Universidade Federal do Rio de Janeiro Instituto de História Instituto de Filosofia e Ciências Sociais	Rio de Janeiro RJ	Brasil
S0102-01882012000100015	1	,Universidade Federal de São Paulo Departamento de Educação, Escola de Filosofia, Letras e Ciências Humanas 	Guarulhos SP	Brasil
S0102-01882012000100016	1	,Universidade Federal de São Paulo  	Guarulhos SP	Brasil
S0102-01882012000100017	1	,Universidade Federal de Santa Catarina Departamento de História 	Florianópolis SC	Brasil
S0102-01882012000100018	1	,Universidade Federal do Pará Centro de Filosofia e Ciências Humanas 	Belém PA	Brasil
S0102-01882012000100019	1	,Universidade Nova de Lisboa Instituto de História Contemporânea 	Lisboa 	Portugal
S0102-01882012000100020	1	,Universidade Federal de Minas Gerais Departamento de História 	Belo Horizonte MG	Brasil
S0102-01882012000100022	1	,Universidade Regional de Blumenau Departamento de História 	Blumenau SC	Brasil
S0102-01882012000200003	1	,Universidade Nova de Lisboa Faculdade de Ciências Sociais e Humanas Instituto de História Contemporânea	Lisboa 	Portugal
S0102-01882012000200004	1	,Universidade Federal do Paraná Departamento de História 	Curitiba PR	Brasil
S0102-01882012000200006	1	,Universidade do Estado da Bahia Departamento de Educação 	Alagoinhas BA	Brasil
S0102-01882012000200009	1	,Universidade Estadual do Piauí Centro de Ciências Humanas e Letras 	Teresina PI	Brasil
S0102-01882012000200011	1	,Universidade Federal do Rio de Janeiro Faculdade de Educação 	Rio de Janeiro RJ	Brasil
S0102-01882012000200013	1	,Alameda da Universidade Instituto de Educação da Universidade de Lisboa 	Lisboa 	Portugal
S0102-01882012000200015	1	,Universidade Federal do Rio Grande do Sul Departamento de Pós-Graduação em História 	Porto Alegre RS	Brasil
S0102-01882012000200016	1	,Universidade do Estado de Santa Catarina Centro de Artes Departamento de Moda	Florianópolis SC	Brasil
S0102-01882013000100002	1	,University of Groningen History Department 	 	The Netherlands
S0102-01882013000100003	1	,Universidade Federal de Santa Catarina Centro de Filosofia e Ciências Humanas Programa de Pós-Graduação Interdisciplinar em Ciências Humanas	Florianópolis SC	Brasil
S0102-01882013000100003	2	,Universidade Federal de Santa Catarina Centro de Filosofia e Ciências Humanas Programa de Pós-Graduação Interdisciplinar em Ciências Humanas	Florianópolis SC	Brasil
S0102-01882013000100004	1	,Instituto de Pesquisa Dr. José María Luis Mora Departamento de História Cultural 	México DF 	México
S0102-01882013000100005	1	,FGV Escola de Ciências Sociais e História Programa de Pós-Graduação em História, Política e Bens Culturais	Rio de Janeiro RJ	Brasil
S0102-01882013000100006	1	,Universidade do Estado de Santa Catarina Centro de Ciências Humanas e da Educação 	Florianopolis SC	Brasil
S0102-01882013000100006	2	,Universidade Estadual de Campinas Faculdade de Educação Departamento de Metodologia do Ensino	Campinas SP	Brasil
S0102-01882013000100007	1	,Universidade Estadual de Maringá Centro de Ciências Humanas Letras e Artes Departamento de Teoria e Prática da Educação	Maringá PR	Brasil
S0102-01882013000100008	1	,Tribunal Regional do Trabalho da 4ª Região/RS  	Porto Alegre RS	Brasil
S0102-01882013000100009	1	,Universidade Federal de Ouro Preto Instituto de Ciências Humanas e Sociais 	Mariana MG	Brasil
S0102-01882013000100010	1	,Universidade Federal de São Paulo Escola de Filosofia, Letras e Ciências Humanas Departamento de História	Guarulhos SP	Brasil
S0102-01882013000100011	1	,Universidade Federal Fluminense Instituto de Ciências Humanas e Filosofia Centro de Estudos Gerais	Niterói RJ	Brasil
S0102-01882013000100012	1	,University of Florida Department of History 	Gainesville FL	USA
S0102-01882013000100013	1	,Universidade Federal de São Paulo  	Guarulhos SP	Brasil
S0102-01882013000100014	1	,Universidade Estadual Paulista  	Tupã SP	Brasil
S0102-01882013000100014	2	,Universidade Federal do Mato Grosso do Sul  	Campo Grande MS	Brasil
S0102-01882013000100015	1	,Universidade Federal Rural do Rio de Janeiro Instituto de Ciências Humanas e Sociais Departamento de Letras e Ciências Sociais	Seropédica RJ	Brasil
S0102-01882013000100016	1	,Universidade Federal do Rio Grande do Norte  	Natal RN	Brasil
S0102-01882013000100017	1	,Universidade Federal Fluminense Centro de Estudos Gerais, Departamento de História 	Niterói RJ	Brasil
S0102-01882013000100018	1	,Universidade Federal do Rio de Janeiro Instituto de História 	Rio de Janeiro RJ	Brasil
S0102-01882013000100019	1	,Universidade Federal do Rio de Janeiro Instituto de História 	Rio de Janeiro RJ	Brasil
S0102-01882013000100020	1	,Pontifícia Universidade Católica do Rio Grande do Sul  	Porto Alegre RS	Brasil
S0102-01882013000100021	1	,Universidade de São Paulo Departamento de História 	São Paulo SP	Brasil
S0102-01882013000100022	1	,Universidade Federal do Rio de Janeiro IFCS Programa de Pós-Graduação em História Social	Rio de Janeiro RJ	Brasil
S0102-01882013000100023	1	,Colégio Santo Inácio  	Rio de Janeiro RJ	Brasil
S0102-01882013000200008	1	,University of Michigan  	 	EUA
S0102-01882013000200008	2	,Hull University  	 	Reino Unido
S0102-01882014000100003	1	,Duke University  	Durham Carolina do Norte	EUA
S0102-01882014000200002	1	,Istituto Universitario Europeo  	Florença 	Italy
S0102-01882014000200003	1	,University of Chicago Doutorando em História 	 	USA
S0102-01882014000200004	1	,Rice University  	 Texas	EUA
S0102-01882014000200005	1	,Universidade Federal Fluminense Departamento de História 	 	Brazil
S0102-01882014000200017	1	,Universidade Estadual Paulista  	 	Brazil
S0102-01882015000100013	1	,Pontifícia Universidade Católica do Rio de Janeiro  	Rio de Janeiro RJ	BR
S0102-01882015000100035	1	,Universidade Federal Rural do Rio de Janeiro  	Três Rios RJ	BR
S0102-01882015000100059	1	,Fundação de Economia e Estatística  	Porto Alegre RS	BR
S0102-01882015000100083	1	,Universidade Federal da Bahia  	Salvador BA	BR
S0102-01882015000100101	1	,King's College of London Marie Curie IOF Fellow 	London 	UK
S0102-01882015000100131	1	,Universidade Federal de Santa Catarina  	Florianópolis SC	BR
S0102-01882015000100155	1	,Universidade Federal do Rio de Janeiro Faculdade de Educação Núcleo de Pesquisa Intelectuais Negras	Rio de Janeiro RJ	BR
S0102-01882015000100177	1	,Universidade Federal Fluminense  	Niterói RJ	BR
S0102-01882015000100207	1	,Universidade Federal do Rio de Janeiro Programa de Pós-Graduação em Sociologia e Antropologia 	Rio de Janeiro RJ	BR
S0102-01882015000100233	1	,Fundação Getulio Vargas Centro de Pesquisa e Documentação de História Contemporânea do Brasil 	Rio de Janeiro RJ	BR
S0102-01882015000100259	1	,Universidade Estadual de Ponta Grossa Departamento de História 	Ponta Grossa PR	BR
S0102-01882015000100279	1	,Universidade Estadual do Paraná  	Paranaguá PR	BR
S0102-01882015000100301	1	,Universidade do Estado da Bahia Departamento de Ciências Humanas 	Jacobina BA	BR
S0102-01882015000100319	1	,Universidade de São Paulo Faculdade de Filosofia, Letras e Ciências Humanas 	São Paulo SP	BR
S0102-01882015000200017	1	,Universidade Federal Rural do Rio de Janeiro Departamento de História e Relações Internacionais Programa de Pós-Graduação em História	Seropédica RJ	Brazil
S0102-01882015000200041	1	,Universidade Federal do Rio Grande do Norte Departamento de História 	Natal RN	Brazil
S0102-01882015000200065	1	,Universidade Federal Fluminense Departamento de História 	Niterói RJ	Brazil
S0102-01882015000200087	1	,Universidade Estadual do Oeste do Paraná  	Marechal Cândido Rondon PR	Brazil
S0102-01882015000200109	1	,Faculdade Capivari de Baixo  	Capivari de Baixo SC	Brazil
S0102-01882015000200131	1	,Universidade da Integração Internacional da Lusofonia Afro-Brasileira  	Redenção CE	Brazil
S0102-01882015000200157	1	,Universidade Federal Rural do Rio de Janeiro Programa de Pós-Graduação em História 	Seropédica RJ	Brazil
S0102-01882015000200157	2	,Universidad Externado de Colombia  	Bogotá 	Colombia
S0102-01882015000200183	1	,Universidade do Vale do Rio dos Sinos Programa de Pós-Graduação em História 	São Leopoldo RS	Brazil
S0102-01882015000200183	2	,Universidade Federal do Rio Grande Instituto de Ciências Humanas e da Informação Programa de Pós-Graduação em História	Rio Grande RS	Brazil
S0102-01882015000200207	1	,Universidade Anhembi Morumbi  	São Paulo SP	Brazil
S0102-01882015000200237	1	,Universidade Federal de São Paulo curso Relações Internacionais 	Osasco SP	Brazil
S0102-01882015000200257	1	,Universidade Federal de São Carlos Programas de Pós-Graduação em Ciências Sociais e Engenharia de Produção 	São Carlos SP	Brazil
S0102-01882015000200257	2	,Pontifícia Universidade Católica de São Paulo  	São Paulo SP	Brazil
S0102-01882016000100013	1	,Universidade de São Paulo Faculdade de Filosofia, Letras e Ciências Humanas 	São Paulo SP	Brazil
S0102-01882016000100035	1	,Universidade Federal do Espírito Santo  	Vitória ES	Brazil
S0102-01882016000100057	1	,Fundação Oswaldo Cruz Escola Politécnica de Saúde Joaquim Venâncio 	Rio de Janeiro RJ	Brazil
S0102-01882016000100081	1	,Universidade Federal de São Paulo Departamento de História Escola de Letras, Filosofia e Ciências Humanas	Guarulhos SP	Brazil
S0102-01882016000100107	1	,Universidade Federal do Pará  	Cametá PA	Brazil
S0102-01882016000100131	1	,Universidade Federal Fluminense  	Niterói RJ	Brazil
S0102-01882016000100155	1	,Universidade de São Paulo Instituto de Relações Internacionais 	São Paulo SP	Brazil
S0102-01882016000100179	1	,Universidad Academia de Humanismo Cristiano  	Santiago 	Chile
S0102-01882016000100179	2	,Universidade Estadual de Ponta Grossa  	Ponta Grossa PR	Brazil
S0102-01882016000100179	3	,Universidade Estadual de Ponta Grossa  	Ponta Grossa PR	Brazil
S0102-01882016000200017	1	,Universidade Federal do Rio Grande do Sul Departamento e Programa de Pós-Graduação em História 	Porto Alegre RS	Brazil
S0102-01882016000200039	1	,Universidade Federal de Santa Catarina Centro de Filosofia e Ciências Humanas Departamento de História	Florianópolis SC	Brazil
S0102-01882016000200061	1	,Universidade Federal de Mato Grosso Instituto de Geografia, História e Documentação Departamento de História	Cuiabá MT	Brazil
S0102-01882016000200085	1	,Universidade de Brasília Programa de Pós-Graduação em História Departamento de História	Brasília DF	Brazil
S0102-01882016000200107	1	,New York City University  	New York NY	USA
S0102-01882016000200131	1	,Universidad Técnica Federico Santa María Departamento de Estudios Humanísticos 	San Joaquín Región Metropolitana	Chile
S0102-01882016000200151	1	,Universidade Federal Rural do Rio de Janeiro  	Nova Iguaçu RJ	Brazil
S0102-01882016000200173	1	,Universidade do Estado da Bahia  	Salvador BA	Brazil
S0102-01882016000200195	1	,New York University Department of History 	New York NY	USA
S0102-01882016000300019	1	,Universidade Federal Fluminense Centro de Estudos Gerais 	Niterói RJ	Brazil
S0102-01882016000300041	1	,Universidade de São Paulo FFLCH Departamento de Antropologia	São Paulo SP	Brazil
S0102-01882016000300041	2	,Princeton University Department of Spanish and Portuguese 	Princeton NJ	USA
S0102-01882016000300063	1	,Universidade Federal de Ouro Preto Departamento de História 	Ouro Preto MG	Brazil
S0102-01882016000300089	1	,Universidade Federal do Rio Grande do Sul Departamento de História 	Porto Alegre RS	Brazil
S0102-01882016000300111	1	,PUC-Rio Departamento de Ciências Sociais 	Rio de Janeiro RJ	Brazil
S0102-01882016000300135	1	,Universidade Federal Fluminense  	Rio de Janeiro RJ	Brazil
S0102-01882016000300135	2	,Universidade Federal Fluminense  	Rio de Janeiro RJ	Brazil
S0102-01882016000300159	1	,Universidade do Estado do Rio de Janeiro Departamento de História e Programa de Pós-Graduação 	Rio de Janeiro RJ	Brazil
S0102-01882016000300183	1	,Universidade Federal do Rio de Janeiro Instituto de História Programa de Pós-Graduação em História Social	Rio de Janeiro RJ	Brazil
S0102-01882016000300183	2	,Princeton University Woodrow Wilson School of Public and International Affairs 	Princeton NJ	USA
S0102-01882016000300209	1	,Universidade Federal do Maranhão Centro de Ciências Sociais, Saúde e Tecnologia 	Imperatriz MA	Brazil
S0102-01882016000300231	1	,Universidade Federal do Paraná Núcleo de Estudos e Pesquisas em História da Arquitetura Escolar 	Curitiba PR	Brazil
S0102-64451995000100003	1	,Universidade de Pittsburgh  	 	Estados Unidos
S0102-64451995000100004	1	,Universidade de Trento  	 	Itália
S0102-64451996000100003	1	,FLACSO  	 	México
S0102-64451996000100008	1	,Universidade de Columbia Center for the Social Sciences 	 	Estados Unidos
S0102-64451996000200003	1	,Universidade de Urbino  	 	Itália
S0102-64451997000200003	1	,Universidade de Götteborg  	 	Suécia
S0102-64451998000200003	1	,Universidade de Notre Dame Government and International Studies 	 	EUA
S0102-64451998000300008	1	,Universidad Autónoma Metropolitana -X  	 	México
S0102-64451999000200003	1	,Bowdoin College  	 	EUA
S0102-64451999000200007	1	,Universidade Nacional Autónoma  	 	México
S0102-64451999000300010	1	,Universidade Johns Hopkins  	 	Estados Unidos
S0102-64452000000200010	1	,Cônsul Geral do Brasil  	São Francisco 	EUA
S0102-64452000000300009	1	,Universidad Iberoamericana Departamento de Ciências Sociais e Políticas 	 	Mexico
S0102-64452003000200008	1	,Universidade de Liubliana  	 	Eslovênia
S0102-64452005000100009	1	,Universidade de Coimbra Faculdade de Economia 	 	Portugal
S0102-64452006000400005	1	,Universidad Nacional de San Martín Escola de Política e Governo 	 	Argentina
S0102-64452008000300009	1	,Universidade de Cambridge Departamento de Política 	 	Reino Unido
S0102-64452013000100002	1	,Universidade Estadual Paulista Instituto de Políticas Públicas e Relações Internacionais 	 	Brazil
S0102-64452013000100004	1	,Universidade Federal de São Paulo ciência política 	 	Brazil
S0102-64452013000100005	1	,University of Cambridge  	 	United Kingdom
S0102-64452013000100006	1	,Universidade Estadual de Campinas ciência política 	 	Brazil
S0102-64452013000100006	2	,Universidade Federal de São Carlos GPD/Ceipoc ciência política	 	Brazil
S0102-64452013000100007	1	,Universidade Estadual Paulista departamento de ciências humanas 	 	Brazil
S0102-64452013000100008	1	,Instituto Rio Branco  	 	Brazil
S0102-64452013000100009	1	,University of Texas departamento de governo 	 	USA
S0102-64452013000100010	1	,Universidade de São Paulo faculdade de direito 	 	Brazil
S0102-64452013000100011	1	,Universidade de São Paulo Departamento de Ciência 	 	Brazil
S0102-64452013000100012	1	,Universidade do Estado do Rio de Janeiro Departamento de Ciências Sociais 	 	Brazil
S0102-64452013000100013	1	,Fundação Getúlio Vargas Escola de Direito do Rio de Janeiro 	 	Brazil
S0102-64452013000100013	2	,Universidade Federal de São Carlos departamento de sociologia 	 	Brazil
S0102-64452013000200003	1	,The New School for Social Research  	 	USA
S0102-64452013000200004	1	,Columbia University  	 	USA
